"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2017-06-27 06:00:00
"Božava";24;2017-06-27 06:00:00
"Crikvenica";25,5;2017-06-27 06:00:00
"Dubrovnik";23,4;2017-06-27 06:00:00
"Hvar";NA;2017-06-27 06:00:00
"Komiža";NA;2017-06-27 06:00:00
"Krk";NA;2017-06-27 06:00:00
"Malinska";26;2017-06-27 06:00:00
"Mali Lošinj";23,6;2017-06-27 06:00:00
"Mljet-otvoreno more";NA;2017-06-27 06:00:00
"Mljet-Veliko jezero";NA;2017-06-27 06:00:00
"Mljet-Malo jezero";NA;2017-06-27 06:00:00
"Pula";NA;2017-06-27 06:00:00
"Rab";NA;2017-06-27 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-27 06:00:00
"Split";NA;2017-06-27 06:00:00
"Šibenik";NA;2017-06-27 06:00:00
"Zadar";23,9;2017-06-27 06:00:00
"Postaja \ Termin mjerenja (h)";8;2017-06-27 07:00:00
"Božava";NA;2017-06-27 07:00:00
"Crikvenica";25,3;2017-06-27 07:00:00
"Dubrovnik";23,7;2017-06-27 07:00:00
"Hvar";23;2017-06-27 07:00:00
"Komiža";24;2017-06-27 07:00:00
"Krk";25;2017-06-27 07:00:00
"Malinska";26,2;2017-06-27 07:00:00
"Mali Lošinj";23,6;2017-06-27 07:00:00
"Mljet-otvoreno more";NA;2017-06-27 07:00:00
"Mljet-Veliko jezero";NA;2017-06-27 07:00:00
"Mljet-Malo jezero";NA;2017-06-27 07:00:00
"Pula";26;2017-06-27 07:00:00
"Rab";25;2017-06-27 07:00:00
"Rovinj-Sv.Ivan n/p";24;2017-06-27 07:00:00
"Split";24;2017-06-27 07:00:00
"Šibenik";25;2017-06-27 07:00:00
"Zadar";23,8;2017-06-27 07:00:00
"Postaja \ Termin mjerenja (h)";11;2017-06-27 10:00:00
"Božava";NA;2017-06-27 10:00:00
"Crikvenica";24,9;2017-06-27 10:00:00
"Dubrovnik";23,7;2017-06-27 10:00:00
"Hvar";NA;2017-06-27 10:00:00
"Komiža";NA;2017-06-27 10:00:00
"Krk";NA;2017-06-27 10:00:00
"Malinska";26;2017-06-27 10:00:00
"Mali Lošinj";23,5;2017-06-27 10:00:00
"Mljet-otvoreno more";NA;2017-06-27 10:00:00
"Mljet-Veliko jezero";NA;2017-06-27 10:00:00
"Mljet-Malo jezero";NA;2017-06-27 10:00:00
"Pula";NA;2017-06-27 10:00:00
"Rab";NA;2017-06-27 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-27 10:00:00
"Split";NA;2017-06-27 10:00:00
"Šibenik";NA;2017-06-27 10:00:00
"Zadar";24,2;2017-06-27 10:00:00
"Postaja \ Termin mjerenja (h)";14;2017-06-27 13:00:00
"Božava";25;2017-06-27 13:00:00
"Crikvenica";25,7;2017-06-27 13:00:00
"Dubrovnik";24,6;2017-06-27 13:00:00
"Hvar";24;2017-06-27 13:00:00
"Komiža";24;2017-06-27 13:00:00
"Krk";25;2017-06-27 13:00:00
"Malinska";25,2;2017-06-27 13:00:00
"Mali Lošinj";24,1;2017-06-27 13:00:00
"Mljet-otvoreno more";NA;2017-06-27 13:00:00
"Mljet-Veliko jezero";NA;2017-06-27 13:00:00
"Mljet-Malo jezero";NA;2017-06-27 13:00:00
"Pula";NA;2017-06-27 13:00:00
"Rab";26;2017-06-27 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-27 13:00:00
"Split";25;2017-06-27 13:00:00
"Šibenik";NA;2017-06-27 13:00:00
"Zadar";24,8;2017-06-27 13:00:00
"Postaja \ Termin mjerenja (h)";15;2017-06-27 14:00:00
"Božava";NA;2017-06-27 14:00:00
"Crikvenica";25,5;2017-06-27 14:00:00
"Dubrovnik";24,7;2017-06-27 14:00:00
"Hvar";NA;2017-06-27 14:00:00
"Komiža";NA;2017-06-27 14:00:00
"Krk";NA;2017-06-27 14:00:00
"Malinska";25,2;2017-06-27 14:00:00
"Mali Lošinj";24,2;2017-06-27 14:00:00
"Mljet-otvoreno more";27,9;2017-06-27 14:00:00
"Mljet-Veliko jezero";29,4;2017-06-27 14:00:00
"Mljet-Malo jezero";29;2017-06-27 14:00:00
"Pula";NA;2017-06-27 14:00:00
"Rab";NA;2017-06-27 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-27 14:00:00
"Split";NA;2017-06-27 14:00:00
"Šibenik";NA;2017-06-27 14:00:00
"Zadar";25;2017-06-27 14:00:00
"Postaja \ Termin mjerenja (h)";17;2017-06-27 16:00:00
"Božava";NA;2017-06-27 16:00:00
"Crikvenica";25,5;2017-06-27 16:00:00
"Dubrovnik";25,1;2017-06-27 16:00:00
"Hvar";NA;2017-06-27 16:00:00
"Komiža";NA;2017-06-27 16:00:00
"Krk";NA;2017-06-27 16:00:00
"Malinska";25,2;2017-06-27 16:00:00
"Mali Lošinj";24,2;2017-06-27 16:00:00
"Mljet-otvoreno more";28,5;2017-06-27 16:00:00
"Mljet-Veliko jezero";29,7;2017-06-27 16:00:00
"Mljet-Malo jezero";30;2017-06-27 16:00:00
"Pula";NA;2017-06-27 16:00:00
"Rab";NA;2017-06-27 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-27 16:00:00
"Split";NA;2017-06-27 16:00:00
"Šibenik";NA;2017-06-27 16:00:00
"Zadar";25,4;2017-06-27 16:00:00
