"grad";"temp";"vrijeme"
"Božava";NA;2018-02-04 06:00:00
"Crikvenica";8,3;2018-02-04 06:00:00
"Dubrovnik";12,5;2018-02-04 06:00:00
"Hvar";NA;2018-02-04 06:00:00
"Komiža";NA;2018-02-04 06:00:00
"Krk";NA;2018-02-04 06:00:00
"Malinska";11,4;2018-02-04 06:00:00
"Mali Lošinj";12,8;2018-02-04 06:00:00
"Pula";NA;2018-02-04 06:00:00
"Rab";NA;2018-02-04 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-02-04 06:00:00
"Split";NA;2018-02-04 06:00:00
"Šibenik";NA;2018-02-04 06:00:00
"Zadar";10,2;2018-02-04 06:00:00
"Božava";12;2018-02-04 07:00:00
"Crikvenica";8,1;2018-02-04 07:00:00
"Dubrovnik";12,6;2018-02-04 07:00:00
"Hvar";13;2018-02-04 07:00:00
"Komiža";14;2018-02-04 07:00:00
"Krk";12;2018-02-04 07:00:00
"Malinska";11,5;2018-02-04 07:00:00
"Mali Lošinj";12,8;2018-02-04 07:00:00
"Pula";12;2018-02-04 07:00:00
"Rab";11;2018-02-04 07:00:00
"Rovinj-Sv.Ivan n/p";11;2018-02-04 07:00:00
"Split";12;2018-02-04 07:00:00
"Šibenik";13;2018-02-04 07:00:00
"Zadar";10,1;2018-02-04 07:00:00
"Božava";NA;2018-02-04 10:00:00
"Crikvenica";7,8;2018-02-04 10:00:00
"Dubrovnik";12,6;2018-02-04 10:00:00
"Hvar";NA;2018-02-04 10:00:00
"Komiža";NA;2018-02-04 10:00:00
"Krk";NA;2018-02-04 10:00:00
"Malinska";11,6;2018-02-04 10:00:00
"Mali Lošinj";12,6;2018-02-04 10:00:00
"Pula";NA;2018-02-04 10:00:00
"Rab";NA;2018-02-04 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-02-04 10:00:00
"Split";NA;2018-02-04 10:00:00
"Šibenik";NA;2018-02-04 10:00:00
"Zadar";10,1;2018-02-04 10:00:00
"Božava";13;2018-02-04 13:00:00
"Crikvenica";9;2018-02-04 13:00:00
"Dubrovnik";12,9;2018-02-04 13:00:00
"Hvar";13;2018-02-04 13:00:00
"Komiža";14;2018-02-04 13:00:00
"Krk";12;2018-02-04 13:00:00
"Malinska";11,8;2018-02-04 13:00:00
"Mali Lošinj";13;2018-02-04 13:00:00
"Pula";NA;2018-02-04 13:00:00
"Rab";NA;2018-02-04 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-02-04 13:00:00
"Split";13;2018-02-04 13:00:00
"Šibenik";NA;2018-02-04 13:00:00
"Zadar";10,3;2018-02-04 13:00:00
"Božava";NA;2018-02-04 14:00:00
"Crikvenica";9,3;2018-02-04 14:00:00
"Dubrovnik";12,8;2018-02-04 14:00:00
"Hvar";14;2018-02-04 14:00:00
"Komiža";14;2018-02-04 14:00:00
"Krk";NA;2018-02-04 14:00:00
"Malinska";11,8;2018-02-04 14:00:00
"Mali Lošinj";13;2018-02-04 14:00:00
"Pula";NA;2018-02-04 14:00:00
"Rab";11;2018-02-04 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-02-04 14:00:00
"Split";NA;2018-02-04 14:00:00
"Šibenik";13;2018-02-04 14:00:00
"Zadar";10,3;2018-02-04 14:00:00
"Božava";NA;2018-02-04 16:00:00
"Crikvenica";10;2018-02-04 16:00:00
"Dubrovnik";12,8;2018-02-04 16:00:00
"Hvar";NA;2018-02-04 16:00:00
"Komiža";NA;2018-02-04 16:00:00
"Krk";NA;2018-02-04 16:00:00
"Malinska";11,8;2018-02-04 16:00:00
"Mali Lošinj";13,1;2018-02-04 16:00:00
"Pula";NA;2018-02-04 16:00:00
"Rab";NA;2018-02-04 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-02-04 16:00:00
"Split";NA;2018-02-04 16:00:00
"Šibenik";NA;2018-02-04 16:00:00
"Zadar";10,5;2018-02-04 16:00:00
