"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-04-28 06:00:00
"Božava";18;2018-04-28 06:00:00
"Dubrovnik";19,6;2018-04-28 06:00:00
"Hvar";NA;2018-04-28 06:00:00
"Komiža";NA;2018-04-28 06:00:00
"Krk";NA;2018-04-28 06:00:00
"Malinska";16,1;2018-04-28 06:00:00
"Mali Lošinj";17,3;2018-04-28 06:00:00
"Mljet-otvoreno more";19,6;2018-04-28 06:00:00
"Mljet-Malo jezero";20,2;2018-04-28 06:00:00
"Pula";NA;2018-04-28 06:00:00
"Rab";NA;2018-04-28 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-28 06:00:00
"Split";NA;2018-04-28 06:00:00
"Šibenik";NA;2018-04-28 06:00:00
"Zadar";17,4;2018-04-28 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-04-28 07:00:00
"Božava";NA;2018-04-28 07:00:00
"Dubrovnik";19,5;2018-04-28 07:00:00
"Hvar";19;2018-04-28 07:00:00
"Komiža";19;2018-04-28 07:00:00
"Krk";17;2018-04-28 07:00:00
"Malinska";16,2;2018-04-28 07:00:00
"Mali Lošinj";17,4;2018-04-28 07:00:00
"Mljet-otvoreno more";19,6;2018-04-28 07:00:00
"Mljet-Malo jezero";20,2;2018-04-28 07:00:00
"Pula";18;2018-04-28 07:00:00
"Rab";18;2018-04-28 07:00:00
"Rovinj-Sv.Ivan n/p";16;2018-04-28 07:00:00
"Split";18;2018-04-28 07:00:00
"Šibenik";18;2018-04-28 07:00:00
"Zadar";17,4;2018-04-28 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-04-28 10:00:00
"Božava";NA;2018-04-28 10:00:00
"Dubrovnik";19,5;2018-04-28 10:00:00
"Hvar";NA;2018-04-28 10:00:00
"Komiža";NA;2018-04-28 10:00:00
"Krk";NA;2018-04-28 10:00:00
"Malinska";15,6;2018-04-28 10:00:00
"Mali Lošinj";17,7;2018-04-28 10:00:00
"Mljet-otvoreno more";19,7;2018-04-28 10:00:00
"Mljet-Malo jezero";20,5;2018-04-28 10:00:00
"Pula";NA;2018-04-28 10:00:00
"Rab";NA;2018-04-28 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-28 10:00:00
"Split";NA;2018-04-28 10:00:00
"Šibenik";NA;2018-04-28 10:00:00
"Zadar";17,7;2018-04-28 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-04-28 13:00:00
"Božava";20;2018-04-28 13:00:00
"Dubrovnik";20;2018-04-28 13:00:00
"Hvar";19;2018-04-28 13:00:00
"Komiža";19;2018-04-28 13:00:00
"Krk";18;2018-04-28 13:00:00
"Malinska";14,9;2018-04-28 13:00:00
"Mali Lošinj";18,5;2018-04-28 13:00:00
"Mljet-otvoreno more";20,8;2018-04-28 13:00:00
"Mljet-Malo jezero";20,8;2018-04-28 13:00:00
"Pula";NA;2018-04-28 13:00:00
"Rab";NA;2018-04-28 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-28 13:00:00
"Split";19;2018-04-28 13:00:00
"Šibenik";NA;2018-04-28 13:00:00
"Zadar";18,3;2018-04-28 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-04-28 14:00:00
"Božava";NA;2018-04-28 14:00:00
"Dubrovnik";20,2;2018-04-28 14:00:00
"Hvar";19;2018-04-28 14:00:00
"Komiža";19;2018-04-28 14:00:00
"Krk";NA;2018-04-28 14:00:00
"Malinska";15,1;2018-04-28 14:00:00
"Mali Lošinj";19;2018-04-28 14:00:00
"Mljet-otvoreno more";20,2;2018-04-28 14:00:00
"Mljet-Malo jezero";21,1;2018-04-28 14:00:00
"Pula";NA;2018-04-28 14:00:00
"Rab";20;2018-04-28 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-28 14:00:00
"Split";NA;2018-04-28 14:00:00
"Šibenik";20;2018-04-28 14:00:00
"Zadar";18,2;2018-04-28 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-04-28 16:00:00
"Božava";NA;2018-04-28 16:00:00
"Dubrovnik";20,8;2018-04-28 16:00:00
"Hvar";NA;2018-04-28 16:00:00
"Komiža";NA;2018-04-28 16:00:00
"Krk";NA;2018-04-28 16:00:00
"Malinska";15,4;2018-04-28 16:00:00
"Mali Lošinj";19,3;2018-04-28 16:00:00
"Mljet-otvoreno more";20,4;2018-04-28 16:00:00
"Mljet-Malo jezero";21,3;2018-04-28 16:00:00
"Pula";NA;2018-04-28 16:00:00
"Rab";NA;2018-04-28 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-28 16:00:00
"Split";NA;2018-04-28 16:00:00
"Šibenik";NA;2018-04-28 16:00:00
"Zadar";18,1;2018-04-28 16:00:00
