"grad";"temp";"vrijeme"
"Božava";23;2017-07-04 06:00:00
"Dubrovnik";NA;2017-07-04 06:00:00
"Hvar";NA;2017-07-04 06:00:00
"Komiža";NA;2017-07-04 06:00:00
"Krk";NA;2017-07-04 06:00:00
"Mali_Losinj";NA;2017-07-04 06:00:00
"Poreč";NA;2017-07-04 06:00:00
"Pula";NA;2017-07-04 06:00:00
"Rab";NA;2017-07-04 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-04 06:00:00
"Split";NA;2017-07-04 06:00:00
"Šibenik";NA;2017-07-04 06:00:00
"Zadar";NA;2017-07-04 06:00:00
"Božava";NA;2017-07-04 07:00:00
"Dubrovnik";23;2017-07-04 07:00:00
"Hvar";24;2017-07-04 07:00:00
"Komiža";23;2017-07-04 07:00:00
"Krk";24;2017-07-04 07:00:00
"Mali_Losinj";22;2017-07-04 07:00:00
"Poreč";NA;2017-07-04 07:00:00
"Pula";25;2017-07-04 07:00:00
"Rab";23;2017-07-04 07:00:00
"Rovinj-Sv.Ivan n/p";24;2017-07-04 07:00:00
"Split";22;2017-07-04 07:00:00
"Šibenik";21;2017-07-04 07:00:00
"Zadar";22;2017-07-04 07:00:00
"Božava";NA;2017-07-04 10:00:00
"Dubrovnik";NA;2017-07-04 10:00:00
"Hvar";NA;2017-07-04 10:00:00
"Komiža";NA;2017-07-04 10:00:00
"Krk";NA;2017-07-04 10:00:00
"Mali_Losinj";NA;2017-07-04 10:00:00
"Poreč";NA;2017-07-04 10:00:00
"Pula";NA;2017-07-04 10:00:00
"Rab";NA;2017-07-04 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-04 10:00:00
"Split";NA;2017-07-04 10:00:00
"Šibenik";NA;2017-07-04 10:00:00
"Zadar";NA;2017-07-04 10:00:00
"Božava";24;2017-07-04 13:00:00
"Dubrovnik";23;2017-07-04 13:00:00
"Hvar";24;2017-07-04 13:00:00
"Komiža";23;2017-07-04 13:00:00
"Krk";25;2017-07-04 13:00:00
"Mali_Losinj";23;2017-07-04 13:00:00
"Poreč";23;2017-07-04 13:00:00
"Pula";NA;2017-07-04 13:00:00
"Rab";24;2017-07-04 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-04 13:00:00
"Split";23;2017-07-04 13:00:00
"Šibenik";NA;2017-07-04 13:00:00
"Zadar";23;2017-07-04 13:00:00
"Božava";NA;2017-07-04 14:00:00
"Dubrovnik";NA;2017-07-04 14:00:00
"Hvar";NA;2017-07-04 14:00:00
"Komiža";NA;2017-07-04 14:00:00
"Krk";NA;2017-07-04 14:00:00
"Mali_Losinj";NA;2017-07-04 14:00:00
"Poreč";NA;2017-07-04 14:00:00
"Pula";NA;2017-07-04 14:00:00
"Rab";NA;2017-07-04 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-04 14:00:00
"Split";NA;2017-07-04 14:00:00
"Šibenik";NA;2017-07-04 14:00:00
"Zadar";NA;2017-07-04 14:00:00
"Božava";NA;2017-07-04 16:00:00
"Dubrovnik";NA;2017-07-04 16:00:00
"Hvar";NA;2017-07-04 16:00:00
"Komiža";NA;2017-07-04 16:00:00
"Krk";NA;2017-07-04 16:00:00
"Mali_Losinj";NA;2017-07-04 16:00:00
"Poreč";NA;2017-07-04 16:00:00
"Pula";NA;2017-07-04 16:00:00
"Rab";NA;2017-07-04 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-04 16:00:00
"Split";NA;2017-07-04 16:00:00
"Šibenik";NA;2017-07-04 16:00:00
"Zadar";NA;2017-07-04 16:00:00
