"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";6;2018-03-07 06:00:00
"Božava";NA;2018-03-07 06:00:00
"Crikvenica";8,6;2018-03-07 06:00:00
"Dubrovnik";12,5;2018-03-07 06:00:00
"Hvar";NA;2018-03-07 06:00:00
"Komiža";NA;2018-03-07 06:00:00
"Krk";NA;2018-03-07 06:00:00
"Malinska";10,3;2018-03-07 06:00:00
"Mali Lošinj";11,1;2018-03-07 06:00:00
"Mljet-otvoreno more";12,9;2018-03-07 06:00:00
"Mljet-Veliko jezero";10,4;2018-03-07 06:00:00
"Mljet-Malo jezero";10,2;2018-03-07 06:00:00
"Pula";NA;2018-03-07 06:00:00
"Rab";NA;2018-03-07 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-07 06:00:00
"Split";NA;2018-03-07 06:00:00
"Šibenik";NA;2018-03-07 06:00:00
"Zadar";8,8;2018-03-07 06:00:00
"Postaja \ Termin mjerenja (h)";7;2018-03-07 07:00:00
"Božava";11;2018-03-07 07:00:00
"Crikvenica";8,8;2018-03-07 07:00:00
"Dubrovnik";12,5;2018-03-07 07:00:00
"Hvar";12;2018-03-07 07:00:00
"Komiža";14;2018-03-07 07:00:00
"Krk";11;2018-03-07 07:00:00
"Malinska";10,3;2018-03-07 07:00:00
"Mali Lošinj";11,1;2018-03-07 07:00:00
"Mljet-otvoreno more";12,8;2018-03-07 07:00:00
"Mljet-Veliko jezero";10,4;2018-03-07 07:00:00
"Mljet-Malo jezero";10,1;2018-03-07 07:00:00
"Pula";9;2018-03-07 07:00:00
"Rab";10;2018-03-07 07:00:00
"Rovinj-Sv.Ivan n/p";9;2018-03-07 07:00:00
"Split";12;2018-03-07 07:00:00
"Šibenik";13;2018-03-07 07:00:00
"Zadar";8,7;2018-03-07 07:00:00
"Postaja \ Termin mjerenja (h)";10;2018-03-07 10:00:00
"Božava";NA;2018-03-07 10:00:00
"Crikvenica";8,9;2018-03-07 10:00:00
"Dubrovnik";12,6;2018-03-07 10:00:00
"Hvar";NA;2018-03-07 10:00:00
"Komiža";NA;2018-03-07 10:00:00
"Krk";NA;2018-03-07 10:00:00
"Malinska";10,3;2018-03-07 10:00:00
"Mali Lošinj";11,2;2018-03-07 10:00:00
"Mljet-otvoreno more";12,9;2018-03-07 10:00:00
"Mljet-Veliko jezero";10,4;2018-03-07 10:00:00
"Mljet-Malo jezero";10,3;2018-03-07 10:00:00
"Pula";NA;2018-03-07 10:00:00
"Rab";NA;2018-03-07 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-07 10:00:00
"Split";NA;2018-03-07 10:00:00
"Šibenik";NA;2018-03-07 10:00:00
"Zadar";8,8;2018-03-07 10:00:00
"Postaja \ Termin mjerenja (h)";13;2018-03-07 13:00:00
"Božava";12;2018-03-07 13:00:00
"Crikvenica";8,9;2018-03-07 13:00:00
"Dubrovnik";12,9;2018-03-07 13:00:00
"Hvar";13;2018-03-07 13:00:00
"Komiža";14;2018-03-07 13:00:00
"Krk";11;2018-03-07 13:00:00
"Malinska";10,5;2018-03-07 13:00:00
"Mali Lošinj";11,6;2018-03-07 13:00:00
"Mljet-otvoreno more";13,4;2018-03-07 13:00:00
"Mljet-Veliko jezero";11,2;2018-03-07 13:00:00
"Mljet-Malo jezero";10,9;2018-03-07 13:00:00
"Pula";NA;2018-03-07 13:00:00
"Rab";NA;2018-03-07 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-07 13:00:00
"Split";13;2018-03-07 13:00:00
"Šibenik";NA;2018-03-07 13:00:00
"Zadar";8,9;2018-03-07 13:00:00
"Postaja \ Termin mjerenja (h)";14;2018-03-07 14:00:00
"Božava";NA;2018-03-07 14:00:00
"Crikvenica";8,9;2018-03-07 14:00:00
"Dubrovnik";13,2;2018-03-07 14:00:00
"Hvar";13;2018-03-07 14:00:00
"Komiža";14;2018-03-07 14:00:00
"Krk";NA;2018-03-07 14:00:00
"Malinska";10,4;2018-03-07 14:00:00
"Mali Lošinj";11,6;2018-03-07 14:00:00
"Mljet-otvoreno more";13,7;2018-03-07 14:00:00
"Mljet-Veliko jezero";11;2018-03-07 14:00:00
"Mljet-Malo jezero";11,3;2018-03-07 14:00:00
"Pula";NA;2018-03-07 14:00:00
"Rab";10;2018-03-07 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-07 14:00:00
"Split";NA;2018-03-07 14:00:00
"Šibenik";12;2018-03-07 14:00:00
"Zadar";9,3;2018-03-07 14:00:00
"Postaja \ Termin mjerenja (h)";16;2018-03-07 16:00:00
"Božava";NA;2018-03-07 16:00:00
"Crikvenica";10,6;2018-03-07 16:00:00
"Dubrovnik";13,3;2018-03-07 16:00:00
"Hvar";NA;2018-03-07 16:00:00
"Komiža";NA;2018-03-07 16:00:00
"Krk";NA;2018-03-07 16:00:00
"Malinska";10,4;2018-03-07 16:00:00
"Mali Lošinj";11,6;2018-03-07 16:00:00
"Mljet-otvoreno more";13,8;2018-03-07 16:00:00
"Mljet-Veliko jezero";10,9;2018-03-07 16:00:00
"Mljet-Malo jezero";12,1;2018-03-07 16:00:00
"Pula";NA;2018-03-07 16:00:00
"Rab";NA;2018-03-07 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-07 16:00:00
"Split";NA;2018-03-07 16:00:00
"Šibenik";NA;2018-03-07 16:00:00
"Zadar";9,7;2018-03-07 16:00:00
