"grad";"temp";"vrijeme"
"Božava";17;2018-05-04 06:00:00
"Dubrovnik";20,7;2018-05-04 06:00:00
"Hvar";NA;2018-05-04 06:00:00
"Komiža";NA;2018-05-04 06:00:00
"Krk";NA;2018-05-04 06:00:00
"Malinska";17,6;2018-05-04 06:00:00
"Mali Lošinj";18,7;2018-05-04 06:00:00
"Mljet-otvoreno more";19,9;2018-05-04 06:00:00
"Mljet-Malo jezero";20,8;2018-05-04 06:00:00
"Pula";NA;2018-05-04 06:00:00
"Rab";NA;2018-05-04 06:00:00
"Split";NA;2018-05-04 06:00:00
"Šibenik";NA;2018-05-04 06:00:00
"Zadar";17,6;2018-05-04 06:00:00
"Božava";NA;2018-05-04 07:00:00
"Dubrovnik";20,7;2018-05-04 07:00:00
"Hvar";19;2018-05-04 07:00:00
"Komiža";18;2018-05-04 07:00:00
"Krk";19;2018-05-04 07:00:00
"Malinska";17,7;2018-05-04 07:00:00
"Mali Lošinj";18,8;2018-05-04 07:00:00
"Mljet-otvoreno more";19,9;2018-05-04 07:00:00
"Mljet-Malo jezero";20,8;2018-05-04 07:00:00
"Pula";19;2018-05-04 07:00:00
"Rab";18;2018-05-04 07:00:00
"Split";20;2018-05-04 07:00:00
"Šibenik";20;2018-05-04 07:00:00
"Zadar";17,4;2018-05-04 07:00:00
"Božava";NA;2018-05-04 10:00:00
"Dubrovnik";20,7;2018-05-04 10:00:00
"Hvar";NA;2018-05-04 10:00:00
"Komiža";NA;2018-05-04 10:00:00
"Krk";NA;2018-05-04 10:00:00
"Malinska";17,8;2018-05-04 10:00:00
"Mali Lošinj";19,1;2018-05-04 10:00:00
"Mljet-otvoreno more";20,1;2018-05-04 10:00:00
"Mljet-Malo jezero";20,7;2018-05-04 10:00:00
"Pula";NA;2018-05-04 10:00:00
"Rab";NA;2018-05-04 10:00:00
"Split";NA;2018-05-04 10:00:00
"Šibenik";NA;2018-05-04 10:00:00
"Zadar";17,8;2018-05-04 10:00:00
"Božava";19;2018-05-04 13:00:00
"Dubrovnik";21,2;2018-05-04 13:00:00
"Hvar";20;2018-05-04 13:00:00
"Komiža";19;2018-05-04 13:00:00
"Krk";19;2018-05-04 13:00:00
"Malinska";17,9;2018-05-04 13:00:00
"Mali Lošinj";19,9;2018-05-04 13:00:00
"Mljet-otvoreno more";20,3;2018-05-04 13:00:00
"Mljet-Malo jezero";21,2;2018-05-04 13:00:00
"Pula";NA;2018-05-04 13:00:00
"Rab";19;2018-05-04 13:00:00
"Split";21;2018-05-04 13:00:00
"Šibenik";NA;2018-05-04 13:00:00
"Zadar";18,2;2018-05-04 13:00:00
"Božava";NA;2018-05-04 14:00:00
"Dubrovnik";21,1;2018-05-04 14:00:00
"Hvar";20;2018-05-04 14:00:00
"Komiža";19;2018-05-04 14:00:00
"Krk";NA;2018-05-04 14:00:00
"Malinska";17,9;2018-05-04 14:00:00
"Mali Lošinj";20;2018-05-04 14:00:00
"Mljet-otvoreno more";20,6;2018-05-04 14:00:00
"Mljet-Malo jezero";21,3;2018-05-04 14:00:00
"Pula";NA;2018-05-04 14:00:00
"Rab";19;2018-05-04 14:00:00
"Split";NA;2018-05-04 14:00:00
"Šibenik";20;2018-05-04 14:00:00
"Zadar";18,3;2018-05-04 14:00:00
"Božava";NA;2018-05-04 16:00:00
"Dubrovnik";NA;2018-05-04 16:00:00
"Hvar";NA;2018-05-04 16:00:00
"Komiža";NA;2018-05-04 16:00:00
"Krk";NA;2018-05-04 16:00:00
"Malinska";NA;2018-05-04 16:00:00
"Mali Lošinj";NA;2018-05-04 16:00:00
"Mljet-otvoreno more";NA;2018-05-04 16:00:00
"Mljet-Malo jezero";NA;2018-05-04 16:00:00
"Pula";NA;2018-05-04 16:00:00
"Rab";NA;2018-05-04 16:00:00
"Split";NA;2018-05-04 16:00:00
"Šibenik";NA;2018-05-04 16:00:00
"Zadar";NA;2018-05-04 16:00:00
