"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-04-10 06:00:00
"Božava";14;2018-04-10 06:00:00
"Crikvenica";12,3;2018-04-10 06:00:00
"Dubrovnik";15,1;2018-04-10 06:00:00
"Hvar";NA;2018-04-10 06:00:00
"Komiža";NA;2018-04-10 06:00:00
"Krk";NA;2018-04-10 06:00:00
"Malinska";12,2;2018-04-10 06:00:00
"Mali Lošinj";13,3;2018-04-10 06:00:00
"Mljet-otvoreno more";14,5;2018-04-10 06:00:00
"Mljet-Veliko jezero";13,9;2018-04-10 06:00:00
"Mljet-Malo jezero";14,6;2018-04-10 06:00:00
"Pula";NA;2018-04-10 06:00:00
"Rab";NA;2018-04-10 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-10 06:00:00
"Split";NA;2018-04-10 06:00:00
"Šibenik";NA;2018-04-10 06:00:00
"Zadar";12,3;2018-04-10 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-04-10 07:00:00
"Božava";NA;2018-04-10 07:00:00
"Crikvenica";12,3;2018-04-10 07:00:00
"Dubrovnik";15,3;2018-04-10 07:00:00
"Hvar";14;2018-04-10 07:00:00
"Komiža";15;2018-04-10 07:00:00
"Krk";13;2018-04-10 07:00:00
"Malinska";12,1;2018-04-10 07:00:00
"Mali Lošinj";13,4;2018-04-10 07:00:00
"Mljet-otvoreno more";14,5;2018-04-10 07:00:00
"Mljet-Veliko jezero";13,9;2018-04-10 07:00:00
"Mljet-Malo jezero";14,6;2018-04-10 07:00:00
"Pula";14;2018-04-10 07:00:00
"Rab";11;2018-04-10 07:00:00
"Rovinj-Sv.Ivan n/p";12;2018-04-10 07:00:00
"Split";14;2018-04-10 07:00:00
"Šibenik";14;2018-04-10 07:00:00
"Zadar";12,3;2018-04-10 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-04-10 10:00:00
"Božava";NA;2018-04-10 10:00:00
"Crikvenica";12,3;2018-04-10 10:00:00
"Dubrovnik";15,4;2018-04-10 10:00:00
"Hvar";NA;2018-04-10 10:00:00
"Komiža";NA;2018-04-10 10:00:00
"Krk";NA;2018-04-10 10:00:00
"Malinska";12,2;2018-04-10 10:00:00
"Mali Lošinj";13,6;2018-04-10 10:00:00
"Mljet-otvoreno more";14,8;2018-04-10 10:00:00
"Mljet-Veliko jezero";14,2;2018-04-10 10:00:00
"Mljet-Malo jezero";14,7;2018-04-10 10:00:00
"Pula";NA;2018-04-10 10:00:00
"Rab";NA;2018-04-10 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-10 10:00:00
"Split";NA;2018-04-10 10:00:00
"Šibenik";NA;2018-04-10 10:00:00
"Zadar";12,8;2018-04-10 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-04-10 13:00:00
"Božava";14;2018-04-10 13:00:00
"Crikvenica";12,4;2018-04-10 13:00:00
"Dubrovnik";15,7;2018-04-10 13:00:00
"Hvar";15;2018-04-10 13:00:00
"Komiža";15;2018-04-10 13:00:00
"Krk";14;2018-04-10 13:00:00
"Malinska";12,4;2018-04-10 13:00:00
"Mali Lošinj";14,3;2018-04-10 13:00:00
"Mljet-otvoreno more";15,1;2018-04-10 13:00:00
"Mljet-Veliko jezero";14,3;2018-04-10 13:00:00
"Mljet-Malo jezero";15,3;2018-04-10 13:00:00
"Pula";NA;2018-04-10 13:00:00
"Rab";NA;2018-04-10 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-10 13:00:00
"Split";15;2018-04-10 13:00:00
"Šibenik";NA;2018-04-10 13:00:00
"Zadar";13,2;2018-04-10 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-04-10 14:00:00
"Božava";NA;2018-04-10 14:00:00
"Crikvenica";12,5;2018-04-10 14:00:00
"Dubrovnik";16;2018-04-10 14:00:00
"Hvar";15;2018-04-10 14:00:00
"Komiža";15;2018-04-10 14:00:00
"Krk";NA;2018-04-10 14:00:00
"Malinska";12,6;2018-04-10 14:00:00
"Mali Lošinj";14,3;2018-04-10 14:00:00
"Mljet-otvoreno more";15,5;2018-04-10 14:00:00
"Mljet-Veliko jezero";14,3;2018-04-10 14:00:00
"Mljet-Malo jezero";15,5;2018-04-10 14:00:00
"Pula";NA;2018-04-10 14:00:00
"Rab";13;2018-04-10 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-10 14:00:00
"Split";NA;2018-04-10 14:00:00
"Šibenik";14;2018-04-10 14:00:00
"Zadar";13,2;2018-04-10 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-04-10 16:00:00
"Božava";NA;2018-04-10 16:00:00
"Crikvenica";12,6;2018-04-10 16:00:00
"Dubrovnik";16,3;2018-04-10 16:00:00
"Hvar";NA;2018-04-10 16:00:00
"Komiža";NA;2018-04-10 16:00:00
"Krk";NA;2018-04-10 16:00:00
"Malinska";12,6;2018-04-10 16:00:00
"Mali Lošinj";14,5;2018-04-10 16:00:00
"Mljet-otvoreno more";15,4;2018-04-10 16:00:00
"Mljet-Veliko jezero";14,6;2018-04-10 16:00:00
"Mljet-Malo jezero";15,3;2018-04-10 16:00:00
"Pula";NA;2018-04-10 16:00:00
"Rab";NA;2018-04-10 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-10 16:00:00
"Split";NA;2018-04-10 16:00:00
"Šibenik";NA;2018-04-10 16:00:00
"Zadar";13,5;2018-04-10 16:00:00
