"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";6;2017-12-03 06:00:00
"Božava";NA;2017-12-03 06:00:00
"Dubrovnik";16,3;2017-12-03 06:00:00
"Hvar";NA;2017-12-03 06:00:00
"Komiža";NA;2017-12-03 06:00:00
"Krk";NA;2017-12-03 06:00:00
"Malinska";14,2;2017-12-03 06:00:00
"Mali Lošinj";14,7;2017-12-03 06:00:00
"Mljet-otvoreno more";16,1;2017-12-03 06:00:00
"Mljet-Veliko jezero";14;2017-12-03 06:00:00
"Mljet-Malo jezero";13,3;2017-12-03 06:00:00
"Pula";NA;2017-12-03 06:00:00
"Rab";NA;2017-12-03 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-12-03 06:00:00
"Split";NA;2017-12-03 06:00:00
"Šibenik";NA;2017-12-03 06:00:00
"Zadar";12,8;2017-12-03 06:00:00
"Postaja \ Termin mjerenja (h)";7;2017-12-03 07:00:00
"Božava";13;2017-12-03 07:00:00
"Dubrovnik";16,6;2017-12-03 07:00:00
"Hvar";16;2017-12-03 07:00:00
"Komiža";16;2017-12-03 07:00:00
"Krk";13;2017-12-03 07:00:00
"Malinska";14,2;2017-12-03 07:00:00
"Mali Lošinj";14,7;2017-12-03 07:00:00
"Mljet-otvoreno more";16,1;2017-12-03 07:00:00
"Mljet-Veliko jezero";14;2017-12-03 07:00:00
"Mljet-Malo jezero";13,2;2017-12-03 07:00:00
"Pula";15;2017-12-03 07:00:00
"Rab";12;2017-12-03 07:00:00
"Rovinj-Sv.Ivan n/p";15;2017-12-03 07:00:00
"Split";14;2017-12-03 07:00:00
"Šibenik";15;2017-12-03 07:00:00
"Zadar";12,7;2017-12-03 07:00:00
"Postaja \ Termin mjerenja (h)";10;2017-12-03 10:00:00
"Božava";NA;2017-12-03 10:00:00
"Dubrovnik";16,4;2017-12-03 10:00:00
"Hvar";NA;2017-12-03 10:00:00
"Komiža";NA;2017-12-03 10:00:00
"Krk";NA;2017-12-03 10:00:00
"Malinska";14,2;2017-12-03 10:00:00
"Mali Lošinj";14,6;2017-12-03 10:00:00
"Mljet-otvoreno more";16;2017-12-03 10:00:00
"Mljet-Veliko jezero";14;2017-12-03 10:00:00
"Mljet-Malo jezero";13,2;2017-12-03 10:00:00
"Pula";NA;2017-12-03 10:00:00
"Rab";NA;2017-12-03 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-12-03 10:00:00
"Split";NA;2017-12-03 10:00:00
"Šibenik";NA;2017-12-03 10:00:00
"Zadar";12,7;2017-12-03 10:00:00
"Postaja \ Termin mjerenja (h)";13;2017-12-03 13:00:00
"Božava";14;2017-12-03 13:00:00
"Dubrovnik";16,5;2017-12-03 13:00:00
"Hvar";NA;2017-12-03 13:00:00
"Komiža";16;2017-12-03 13:00:00
"Krk";12;2017-12-03 13:00:00
"Malinska";14,4;2017-12-03 13:00:00
"Mali Lošinj";14,7;2017-12-03 13:00:00
"Mljet-otvoreno more";16,4;2017-12-03 13:00:00
"Mljet-Veliko jezero";13,9;2017-12-03 13:00:00
"Mljet-Malo jezero";13,1;2017-12-03 13:00:00
"Pula";NA;2017-12-03 13:00:00
"Rab";NA;2017-12-03 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-12-03 13:00:00
"Split";14;2017-12-03 13:00:00
"Šibenik";NA;2017-12-03 13:00:00
"Zadar";12,9;2017-12-03 13:00:00
"Postaja \ Termin mjerenja (h)";14;2017-12-03 14:00:00
"Božava";NA;2017-12-03 14:00:00
"Dubrovnik";16,3;2017-12-03 14:00:00
"Hvar";16;2017-12-03 14:00:00
"Komiža";16;2017-12-03 14:00:00
"Krk";NA;2017-12-03 14:00:00
"Malinska";14,4;2017-12-03 14:00:00
"Mali Lošinj";14,7;2017-12-03 14:00:00
"Mljet-otvoreno more";16,3;2017-12-03 14:00:00
"Mljet-Veliko jezero";13,9;2017-12-03 14:00:00
"Mljet-Malo jezero";13,1;2017-12-03 14:00:00
"Pula";NA;2017-12-03 14:00:00
"Rab";13;2017-12-03 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-12-03 14:00:00
"Split";NA;2017-12-03 14:00:00
"Šibenik";NA;2017-12-03 14:00:00
"Zadar";12,9;2017-12-03 14:00:00
"Postaja \ Termin mjerenja (h)";16;2017-12-03 16:00:00
"Božava";NA;2017-12-03 16:00:00
"Dubrovnik";15,7;2017-12-03 16:00:00
"Hvar";NA;2017-12-03 16:00:00
"Komiža";NA;2017-12-03 16:00:00
"Krk";NA;2017-12-03 16:00:00
"Malinska";14,3;2017-12-03 16:00:00
"Mali Lošinj";14,9;2017-12-03 16:00:00
"Mljet-otvoreno more";16,4;2017-12-03 16:00:00
"Mljet-Veliko jezero";13,9;2017-12-03 16:00:00
"Mljet-Malo jezero";13,2;2017-12-03 16:00:00
"Pula";NA;2017-12-03 16:00:00
"Rab";NA;2017-12-03 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-12-03 16:00:00
"Split";NA;2017-12-03 16:00:00
"Šibenik";NA;2017-12-03 16:00:00
"Zadar";12,8;2017-12-03 16:00:00
