"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-03-28 06:00:00
"Božava";12;2018-03-28 06:00:00
"Crikvenica";8,7;2018-03-28 06:00:00
"Dubrovnik";13,4;2018-03-28 06:00:00
"Hvar";NA;2018-03-28 06:00:00
"Komiža";NA;2018-03-28 06:00:00
"Krk";NA;2018-03-28 06:00:00
"Malinska";10,1;2018-03-28 06:00:00
"Mali Lošinj";12,3;2018-03-28 06:00:00
"Mljet-otvoreno more";12,9;2018-03-28 06:00:00
"Mljet-Veliko jezero";10,6;2018-03-28 06:00:00
"Mljet-Malo jezero";11,6;2018-03-28 06:00:00
"Pula";NA;2018-03-28 06:00:00
"Rab";NA;2018-03-28 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-28 06:00:00
"Split";NA;2018-03-28 06:00:00
"Šibenik";NA;2018-03-28 06:00:00
"Zadar";9,9;2018-03-28 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-03-28 07:00:00
"Božava";NA;2018-03-28 07:00:00
"Crikvenica";8,9;2018-03-28 07:00:00
"Dubrovnik";13,4;2018-03-28 07:00:00
"Hvar";13;2018-03-28 07:00:00
"Komiža";14;2018-03-28 07:00:00
"Krk";11;2018-03-28 07:00:00
"Malinska";10,1;2018-03-28 07:00:00
"Mali Lošinj";12,3;2018-03-28 07:00:00
"Mljet-otvoreno more";12,8;2018-03-28 07:00:00
"Mljet-Veliko jezero";10,6;2018-03-28 07:00:00
"Mljet-Malo jezero";11,3;2018-03-28 07:00:00
"Pula";11;2018-03-28 07:00:00
"Rab";10;2018-03-28 07:00:00
"Rovinj-Sv.Ivan n/p";10;2018-03-28 07:00:00
"Split";11;2018-03-28 07:00:00
"Šibenik";13;2018-03-28 07:00:00
"Zadar";9,9;2018-03-28 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-03-28 10:00:00
"Božava";NA;2018-03-28 10:00:00
"Crikvenica";8,5;2018-03-28 10:00:00
"Dubrovnik";13,6;2018-03-28 10:00:00
"Hvar";NA;2018-03-28 10:00:00
"Komiža";NA;2018-03-28 10:00:00
"Krk";NA;2018-03-28 10:00:00
"Malinska";10,2;2018-03-28 10:00:00
"Mali Lošinj";12,4;2018-03-28 10:00:00
"Mljet-otvoreno more";13;2018-03-28 10:00:00
"Mljet-Veliko jezero";10,7;2018-03-28 10:00:00
"Mljet-Malo jezero";11,5;2018-03-28 10:00:00
"Pula";NA;2018-03-28 10:00:00
"Rab";NA;2018-03-28 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-28 10:00:00
"Split";NA;2018-03-28 10:00:00
"Šibenik";NA;2018-03-28 10:00:00
"Zadar";9,9;2018-03-28 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-03-28 13:00:00
"Božava";12;2018-03-28 13:00:00
"Crikvenica";8,8;2018-03-28 13:00:00
"Dubrovnik";14;2018-03-28 13:00:00
"Hvar";13;2018-03-28 13:00:00
"Komiža";14;2018-03-28 13:00:00
"Krk";11;2018-03-28 13:00:00
"Malinska";10,4;2018-03-28 13:00:00
"Mali Lošinj";12,9;2018-03-28 13:00:00
"Mljet-otvoreno more";13,5;2018-03-28 13:00:00
"Mljet-Veliko jezero";11,6;2018-03-28 13:00:00
"Mljet-Malo jezero";12,1;2018-03-28 13:00:00
"Pula";NA;2018-03-28 13:00:00
"Rab";NA;2018-03-28 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-28 13:00:00
"Split";12;2018-03-28 13:00:00
"Šibenik";NA;2018-03-28 13:00:00
"Zadar";10,4;2018-03-28 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-03-28 14:00:00
"Božava";NA;2018-03-28 14:00:00
"Crikvenica";9;2018-03-28 14:00:00
"Dubrovnik";14;2018-03-28 14:00:00
"Hvar";13;2018-03-28 14:00:00
"Komiža";14;2018-03-28 14:00:00
"Krk";NA;2018-03-28 14:00:00
"Malinska";10,5;2018-03-28 14:00:00
"Mali Lošinj";13,4;2018-03-28 14:00:00
"Mljet-otvoreno more";13,6;2018-03-28 14:00:00
"Mljet-Veliko jezero";11,8;2018-03-28 14:00:00
"Mljet-Malo jezero";12,4;2018-03-28 14:00:00
"Pula";NA;2018-03-28 14:00:00
"Rab";11;2018-03-28 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-28 14:00:00
"Split";NA;2018-03-28 14:00:00
"Šibenik";12;2018-03-28 14:00:00
"Zadar";10,3;2018-03-28 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-03-28 16:00:00
"Božava";NA;2018-03-28 16:00:00
"Crikvenica";9,8;2018-03-28 16:00:00
"Dubrovnik";14,9;2018-03-28 16:00:00
"Hvar";NA;2018-03-28 16:00:00
"Komiža";NA;2018-03-28 16:00:00
"Krk";NA;2018-03-28 16:00:00
"Malinska";10,5;2018-03-28 16:00:00
"Mali Lošinj";13,3;2018-03-28 16:00:00
"Mljet-otvoreno more";13,8;2018-03-28 16:00:00
"Mljet-Veliko jezero";11,8;2018-03-28 16:00:00
"Mljet-Malo jezero";12,5;2018-03-28 16:00:00
"Pula";NA;2018-03-28 16:00:00
"Rab";NA;2018-03-28 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-28 16:00:00
"Split";NA;2018-03-28 16:00:00
"Šibenik";NA;2018-03-28 16:00:00
"Zadar";10,3;2018-03-28 16:00:00
