"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-04-08 06:00:00
"Crikvenica";11,7;2018-04-08 06:00:00
"Dubrovnik";14,5;2018-04-08 06:00:00
"Hvar";NA;2018-04-08 06:00:00
"Komiža";NA;2018-04-08 06:00:00
"Krk";NA;2018-04-08 06:00:00
"Malinska";11,9;2018-04-08 06:00:00
"Mali Lošinj";13,4;2018-04-08 06:00:00
"Mljet-otvoreno more";14,2;2018-04-08 06:00:00
"Mljet-Veliko jezero";13,4;2018-04-08 06:00:00
"Mljet-Malo jezero";14,1;2018-04-08 06:00:00
"Pula";NA;2018-04-08 06:00:00
"Rab";NA;2018-04-08 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-08 06:00:00
"Split";NA;2018-04-08 06:00:00
"Šibenik";NA;2018-04-08 06:00:00
"Zadar";12;2018-04-08 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-04-08 07:00:00
"Crikvenica";11,9;2018-04-08 07:00:00
"Dubrovnik";14,5;2018-04-08 07:00:00
"Hvar";14;2018-04-08 07:00:00
"Komiža";15;2018-04-08 07:00:00
"Krk";13;2018-04-08 07:00:00
"Malinska";11,9;2018-04-08 07:00:00
"Mali Lošinj";13,5;2018-04-08 07:00:00
"Mljet-otvoreno more";14,2;2018-04-08 07:00:00
"Mljet-Veliko jezero";13,4;2018-04-08 07:00:00
"Mljet-Malo jezero";14;2018-04-08 07:00:00
"Pula";13;2018-04-08 07:00:00
"Rab";11;2018-04-08 07:00:00
"Rovinj-Sv.Ivan n/p";12;2018-04-08 07:00:00
"Split";NA;2018-04-08 07:00:00
"Šibenik";14;2018-04-08 07:00:00
"Zadar";12;2018-04-08 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-04-08 10:00:00
"Crikvenica";12,1;2018-04-08 10:00:00
"Dubrovnik";14,8;2018-04-08 10:00:00
"Hvar";NA;2018-04-08 10:00:00
"Komiža";NA;2018-04-08 10:00:00
"Krk";NA;2018-04-08 10:00:00
"Malinska";12,2;2018-04-08 10:00:00
"Mali Lošinj";13,7;2018-04-08 10:00:00
"Mljet-otvoreno more";14,7;2018-04-08 10:00:00
"Mljet-Veliko jezero";13,7;2018-04-08 10:00:00
"Mljet-Malo jezero";14,3;2018-04-08 10:00:00
"Pula";NA;2018-04-08 10:00:00
"Rab";NA;2018-04-08 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-08 10:00:00
"Split";NA;2018-04-08 10:00:00
"Šibenik";NA;2018-04-08 10:00:00
"Zadar";12,4;2018-04-08 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-04-08 13:00:00
"Crikvenica";12,7;2018-04-08 13:00:00
"Dubrovnik";15,7;2018-04-08 13:00:00
"Hvar";14;2018-04-08 13:00:00
"Komiža";15;2018-04-08 13:00:00
"Krk";13;2018-04-08 13:00:00
"Malinska";12,5;2018-04-08 13:00:00
"Mali Lošinj";14,7;2018-04-08 13:00:00
"Mljet-otvoreno more";15;2018-04-08 13:00:00
"Mljet-Veliko jezero";14,1;2018-04-08 13:00:00
"Mljet-Malo jezero";14,5;2018-04-08 13:00:00
"Pula";NA;2018-04-08 13:00:00
"Rab";NA;2018-04-08 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-08 13:00:00
"Split";14;2018-04-08 13:00:00
"Šibenik";NA;2018-04-08 13:00:00
"Zadar";13,1;2018-04-08 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-04-08 14:00:00
"Crikvenica";12,9;2018-04-08 14:00:00
"Dubrovnik";15,9;2018-04-08 14:00:00
"Hvar";14;2018-04-08 14:00:00
"Komiža";15;2018-04-08 14:00:00
"Krk";NA;2018-04-08 14:00:00
"Malinska";12,8;2018-04-08 14:00:00
"Mali Lošinj";14,9;2018-04-08 14:00:00
"Mljet-otvoreno more";15,2;2018-04-08 14:00:00
"Mljet-Veliko jezero";14,2;2018-04-08 14:00:00
"Mljet-Malo jezero";14,7;2018-04-08 14:00:00
"Pula";NA;2018-04-08 14:00:00
"Rab";13;2018-04-08 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-08 14:00:00
"Split";NA;2018-04-08 14:00:00
"Šibenik";14;2018-04-08 14:00:00
"Zadar";13,2;2018-04-08 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-04-08 16:00:00
"Crikvenica";13,3;2018-04-08 16:00:00
"Dubrovnik";16,7;2018-04-08 16:00:00
"Hvar";NA;2018-04-08 16:00:00
"Komiža";NA;2018-04-08 16:00:00
"Krk";NA;2018-04-08 16:00:00
"Malinska";12,7;2018-04-08 16:00:00
"Mali Lošinj";14,5;2018-04-08 16:00:00
"Mljet-otvoreno more";15,1;2018-04-08 16:00:00
"Mljet-Veliko jezero";14,2;2018-04-08 16:00:00
"Mljet-Malo jezero";15,3;2018-04-08 16:00:00
"Pula";NA;2018-04-08 16:00:00
"Rab";NA;2018-04-08 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-08 16:00:00
"Split";NA;2018-04-08 16:00:00
"Šibenik";NA;2018-04-08 16:00:00
"Zadar";13,4;2018-04-08 16:00:00
