"grad";"temp";"vrijeme"
"Božava";22;2017-06-21 06:00:00
"Crikvenica";23,7;2017-06-21 06:00:00
"Dubrovnik";20,8;2017-06-21 06:00:00
"Hvar";NA;2017-06-21 06:00:00
"Komiža";NA;2017-06-21 06:00:00
"Krk";NA;2017-06-21 06:00:00
"Malinska";23,2;2017-06-21 06:00:00
"Mali Lošinj";22,7;2017-06-21 06:00:00
"Pula";NA;2017-06-21 06:00:00
"Rab";NA;2017-06-21 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-21 06:00:00
"Split";NA;2017-06-21 06:00:00
"Šibenik";NA;2017-06-21 06:00:00
"Zadar";22,6;2017-06-21 06:00:00
"Božava";NA;2017-06-21 07:00:00
"Crikvenica";23,7;2017-06-21 07:00:00
"Dubrovnik";20,3;2017-06-21 07:00:00
"Hvar";22;2017-06-21 07:00:00
"Komiža";22;2017-06-21 07:00:00
"Krk";22;2017-06-21 07:00:00
"Malinska";23,5;2017-06-21 07:00:00
"Mali Lošinj";22,5;2017-06-21 07:00:00
"Pula";24;2017-06-21 07:00:00
"Rab";23;2017-06-21 07:00:00
"Rovinj-Sv.Ivan n/p";24;2017-06-21 07:00:00
"Split";23;2017-06-21 07:00:00
"Šibenik";21;2017-06-21 07:00:00
"Zadar";22,6;2017-06-21 07:00:00
"Božava";NA;2017-06-21 10:00:00
"Crikvenica";23,9;2017-06-21 10:00:00
"Dubrovnik";20,9;2017-06-21 10:00:00
"Hvar";NA;2017-06-21 10:00:00
"Komiža";NA;2017-06-21 10:00:00
"Krk";NA;2017-06-21 10:00:00
"Malinska";23,6;2017-06-21 10:00:00
"Mali Lošinj";23,1;2017-06-21 10:00:00
"Pula";NA;2017-06-21 10:00:00
"Rab";NA;2017-06-21 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-21 10:00:00
"Split";NA;2017-06-21 10:00:00
"Šibenik";NA;2017-06-21 10:00:00
"Zadar";23,2;2017-06-21 10:00:00
"Božava";23;2017-06-21 13:00:00
"Crikvenica";24,4;2017-06-21 13:00:00
"Dubrovnik";20,8;2017-06-21 13:00:00
"Hvar";23;2017-06-21 13:00:00
"Komiža";23;2017-06-21 13:00:00
"Krk";23;2017-06-21 13:00:00
"Malinska";23,3;2017-06-21 13:00:00
"Mali Lošinj";24,3;2017-06-21 13:00:00
"Pula";NA;2017-06-21 13:00:00
"Rab";24;2017-06-21 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-21 13:00:00
"Split";24;2017-06-21 13:00:00
"Šibenik";NA;2017-06-21 13:00:00
"Zadar";23,8;2017-06-21 13:00:00
"Božava";NA;2017-06-21 14:00:00
"Crikvenica";24,6;2017-06-21 14:00:00
"Dubrovnik";22,3;2017-06-21 14:00:00
"Hvar";NA;2017-06-21 14:00:00
"Komiža";NA;2017-06-21 14:00:00
"Krk";NA;2017-06-21 14:00:00
"Malinska";23,8;2017-06-21 14:00:00
"Mali Lošinj";24,4;2017-06-21 14:00:00
"Pula";NA;2017-06-21 14:00:00
"Rab";NA;2017-06-21 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-21 14:00:00
"Split";NA;2017-06-21 14:00:00
"Šibenik";NA;2017-06-21 14:00:00
"Zadar";23,7;2017-06-21 14:00:00
"Božava";NA;2017-06-21 16:00:00
"Crikvenica";24,8;2017-06-21 16:00:00
"Dubrovnik";22,6;2017-06-21 16:00:00
"Hvar";NA;2017-06-21 16:00:00
"Komiža";NA;2017-06-21 16:00:00
"Krk";NA;2017-06-21 16:00:00
"Malinska";24,1;2017-06-21 16:00:00
"Mali Lošinj";24,7;2017-06-21 16:00:00
"Pula";NA;2017-06-21 16:00:00
"Rab";NA;2017-06-21 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-21 16:00:00
"Split";NA;2017-06-21 16:00:00
"Šibenik";NA;2017-06-21 16:00:00
"Zadar";23,5;2017-06-21 16:00:00
