"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-06-03 06:00:00
"Božava";22;2018-06-03 06:00:00
"Dubrovnik";23,7;2018-06-03 06:00:00
"Hvar";NA;2018-06-03 06:00:00
"Komiža";NA;2018-06-03 06:00:00
"Krk";NA;2018-06-03 06:00:00
"Malinska";24,9;2018-06-03 06:00:00
"Mali Lošinj";23,5;2018-06-03 06:00:00
"Mljet-otvoreno more";24,7;2018-06-03 06:00:00
"Mljet-Malo jezero";26,5;2018-06-03 06:00:00
"Pula";NA;2018-06-03 06:00:00
"Rab";NA;2018-06-03 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-06-03 06:00:00
"Split";NA;2018-06-03 06:00:00
"Šibenik";NA;2018-06-03 06:00:00
"Zadar";21,2;2018-06-03 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-06-03 07:00:00
"Božava";NA;2018-06-03 07:00:00
"Dubrovnik";23,6;2018-06-03 07:00:00
"Hvar";23;2018-06-03 07:00:00
"Komiža";23;2018-06-03 07:00:00
"Krk";25;2018-06-03 07:00:00
"Malinska";24,9;2018-06-03 07:00:00
"Mali Lošinj";23,4;2018-06-03 07:00:00
"Mljet-otvoreno more";24,7;2018-06-03 07:00:00
"Mljet-Malo jezero";26,5;2018-06-03 07:00:00
"Pula";23;2018-06-03 07:00:00
"Rab";25;2018-06-03 07:00:00
"Rovinj-Sv.Ivan n/p";25;2018-06-03 07:00:00
"Split";24;2018-06-03 07:00:00
"Šibenik";22;2018-06-03 07:00:00
"Zadar";21,5;2018-06-03 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-06-03 10:00:00
"Božava";NA;2018-06-03 10:00:00
"Dubrovnik";24;2018-06-03 10:00:00
"Hvar";NA;2018-06-03 10:00:00
"Komiža";NA;2018-06-03 10:00:00
"Krk";NA;2018-06-03 10:00:00
"Malinska";25,2;2018-06-03 10:00:00
"Mali Lošinj";23,9;2018-06-03 10:00:00
"Mljet-otvoreno more";25,2;2018-06-03 10:00:00
"Mljet-Malo jezero";26,6;2018-06-03 10:00:00
"Pula";NA;2018-06-03 10:00:00
"Rab";NA;2018-06-03 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-06-03 10:00:00
"Split";NA;2018-06-03 10:00:00
"Šibenik";NA;2018-06-03 10:00:00
"Zadar";21,5;2018-06-03 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-06-03 13:00:00
"Božava";23;2018-06-03 13:00:00
"Dubrovnik";24,6;2018-06-03 13:00:00
"Hvar";24;2018-06-03 13:00:00
"Komiža";24;2018-06-03 13:00:00
"Krk";26;2018-06-03 13:00:00
"Malinska";25,2;2018-06-03 13:00:00
"Mali Lošinj";24,7;2018-06-03 13:00:00
"Mljet-otvoreno more";NA;2018-06-03 13:00:00
"Mljet-Malo jezero";22,4;2018-06-03 13:00:00
"Pula";NA;2018-06-03 13:00:00
"Rab";26;2018-06-03 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-06-03 13:00:00
"Split";24;2018-06-03 13:00:00
"Šibenik";NA;2018-06-03 13:00:00
"Zadar";21,8;2018-06-03 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-06-03 14:00:00
"Božava";NA;2018-06-03 14:00:00
"Dubrovnik";24,8;2018-06-03 14:00:00
"Hvar";24;2018-06-03 14:00:00
"Komiža";24;2018-06-03 14:00:00
"Krk";NA;2018-06-03 14:00:00
"Malinska";25,4;2018-06-03 14:00:00
"Mali Lošinj";24,8;2018-06-03 14:00:00
"Mljet-otvoreno more";NA;2018-06-03 14:00:00
"Mljet-Malo jezero";NA;2018-06-03 14:00:00
"Pula";NA;2018-06-03 14:00:00
"Rab";26;2018-06-03 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-06-03 14:00:00
"Split";NA;2018-06-03 14:00:00
"Šibenik";24;2018-06-03 14:00:00
"Zadar";21,8;2018-06-03 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-06-03 16:00:00
"Božava";NA;2018-06-03 16:00:00
"Dubrovnik";25;2018-06-03 16:00:00
"Hvar";NA;2018-06-03 16:00:00
"Komiža";NA;2018-06-03 16:00:00
"Krk";NA;2018-06-03 16:00:00
"Malinska";25,3;2018-06-03 16:00:00
"Mali Lošinj";25;2018-06-03 16:00:00
"Mljet-otvoreno more";NA;2018-06-03 16:00:00
"Mljet-Malo jezero";NA;2018-06-03 16:00:00
"Pula";NA;2018-06-03 16:00:00
"Rab";NA;2018-06-03 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-06-03 16:00:00
"Split";NA;2018-06-03 16:00:00
"Šibenik";NA;2018-06-03 16:00:00
"Zadar";22,1;2018-06-03 16:00:00
