"grad";"temp";"vrijeme"
"Božava";24;2017-07-02 06:00:00
"Crikvenica";23,4;2017-07-02 06:00:00
"Dubrovnik";25,1;2017-07-02 06:00:00
"Hvar";NA;2017-07-02 06:00:00
"Komiža";NA;2017-07-02 06:00:00
"Krk";NA;2017-07-02 06:00:00
"Malinska";23,9;2017-07-02 06:00:00
"Mali Lošinj";23,7;2017-07-02 06:00:00
"Pula";NA;2017-07-02 06:00:00
"Rab";NA;2017-07-02 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-02 06:00:00
"Split";NA;2017-07-02 06:00:00
"Šibenik";NA;2017-07-02 06:00:00
"Zadar";22,5;2017-07-02 06:00:00
"Božava";NA;2017-07-02 07:00:00
"Crikvenica";23,2;2017-07-02 07:00:00
"Dubrovnik";25,1;2017-07-02 07:00:00
"Hvar";24;2017-07-02 07:00:00
"Komiža";23;2017-07-02 07:00:00
"Krk";24;2017-07-02 07:00:00
"Malinska";23,9;2017-07-02 07:00:00
"Mali Lošinj";23,6;2017-07-02 07:00:00
"Pula";25;2017-07-02 07:00:00
"Rab";23;2017-07-02 07:00:00
"Rovinj-Sv.Ivan n/p";24;2017-07-02 07:00:00
"Split";24;2017-07-02 07:00:00
"Šibenik";25;2017-07-02 07:00:00
"Zadar";22,6;2017-07-02 07:00:00
"Božava";NA;2017-07-02 10:00:00
"Crikvenica";23,5;2017-07-02 10:00:00
"Dubrovnik";25,2;2017-07-02 10:00:00
"Hvar";NA;2017-07-02 10:00:00
"Komiža";NA;2017-07-02 10:00:00
"Krk";NA;2017-07-02 10:00:00
"Malinska";24;2017-07-02 10:00:00
"Mali Lošinj";23,6;2017-07-02 10:00:00
"Pula";NA;2017-07-02 10:00:00
"Rab";NA;2017-07-02 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-02 10:00:00
"Split";NA;2017-07-02 10:00:00
"Šibenik";NA;2017-07-02 10:00:00
"Zadar";22,7;2017-07-02 10:00:00
"Božava";25;2017-07-02 13:00:00
"Crikvenica";24,4;2017-07-02 13:00:00
"Dubrovnik";25,2;2017-07-02 13:00:00
"Hvar";24;2017-07-02 13:00:00
"Komiža";23;2017-07-02 13:00:00
"Krk";25;2017-07-02 13:00:00
"Malinska";NA;2017-07-02 13:00:00
"Mali Lošinj";23,8;2017-07-02 13:00:00
"Pula";NA;2017-07-02 13:00:00
"Rab";24;2017-07-02 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-02 13:00:00
"Split";24;2017-07-02 13:00:00
"Šibenik";NA;2017-07-02 13:00:00
"Zadar";23;2017-07-02 13:00:00
"Božava";NA;2017-07-02 14:00:00
"Crikvenica";24,9;2017-07-02 14:00:00
"Dubrovnik";25,3;2017-07-02 14:00:00
"Hvar";NA;2017-07-02 14:00:00
"Komiža";NA;2017-07-02 14:00:00
"Krk";NA;2017-07-02 14:00:00
"Malinska";24,2;2017-07-02 14:00:00
"Mali Lošinj";24;2017-07-02 14:00:00
"Pula";NA;2017-07-02 14:00:00
"Rab";NA;2017-07-02 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-02 14:00:00
"Split";NA;2017-07-02 14:00:00
"Šibenik";NA;2017-07-02 14:00:00
"Zadar";23,1;2017-07-02 14:00:00
"Božava";NA;2017-07-02 16:00:00
"Crikvenica";24,9;2017-07-02 16:00:00
"Dubrovnik";25,2;2017-07-02 16:00:00
"Hvar";NA;2017-07-02 16:00:00
"Komiža";NA;2017-07-02 16:00:00
"Krk";NA;2017-07-02 16:00:00
"Malinska";24,4;2017-07-02 16:00:00
"Mali Lošinj";24,3;2017-07-02 16:00:00
"Pula";NA;2017-07-02 16:00:00
"Rab";NA;2017-07-02 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-02 16:00:00
"Split";NA;2017-07-02 16:00:00
"Šibenik";NA;2017-07-02 16:00:00
"Zadar";23,1;2017-07-02 16:00:00
