"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-05-09 06:00:00
"Božava";19;2018-05-09 06:00:00
"Dubrovnik";21,1;2018-05-09 06:00:00
"Hvar";NA;2018-05-09 06:00:00
"Komiža";NA;2018-05-09 06:00:00
"Krk";NA;2018-05-09 06:00:00
"Malinska";17,6;2018-05-09 06:00:00
"Mali Lošinj";19,4;2018-05-09 06:00:00
"Mljet-otvoreno more";20,3;2018-05-09 06:00:00
"Mljet-Malo jezero";22,3;2018-05-09 06:00:00
"Pula";NA;2018-05-09 06:00:00
"Rab";NA;2018-05-09 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-09 06:00:00
"Split";NA;2018-05-09 06:00:00
"Šibenik";NA;2018-05-09 06:00:00
"Zadar";18,7;2018-05-09 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-05-09 07:00:00
"Božava";NA;2018-05-09 07:00:00
"Dubrovnik";21,1;2018-05-09 07:00:00
"Hvar";20;2018-05-09 07:00:00
"Komiža";20;2018-05-09 07:00:00
"Krk";18;2018-05-09 07:00:00
"Malinska";17,6;2018-05-09 07:00:00
"Mali Lošinj";19,4;2018-05-09 07:00:00
"Mljet-otvoreno more";20,3;2018-05-09 07:00:00
"Mljet-Malo jezero";22,3;2018-05-09 07:00:00
"Pula";20;2018-05-09 07:00:00
"Rab";18;2018-05-09 07:00:00
"Rovinj-Sv.Ivan n/p";19;2018-05-09 07:00:00
"Split";21;2018-05-09 07:00:00
"Šibenik";20;2018-05-09 07:00:00
"Zadar";18,8;2018-05-09 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-05-09 10:00:00
"Božava";NA;2018-05-09 10:00:00
"Dubrovnik";21,2;2018-05-09 10:00:00
"Hvar";NA;2018-05-09 10:00:00
"Komiža";NA;2018-05-09 10:00:00
"Krk";NA;2018-05-09 10:00:00
"Malinska";17,9;2018-05-09 10:00:00
"Mali Lošinj";19,7;2018-05-09 10:00:00
"Mljet-otvoreno more";20,3;2018-05-09 10:00:00
"Mljet-Malo jezero";22,2;2018-05-09 10:00:00
"Pula";NA;2018-05-09 10:00:00
"Rab";NA;2018-05-09 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-09 10:00:00
"Split";NA;2018-05-09 10:00:00
"Šibenik";NA;2018-05-09 10:00:00
"Zadar";18,7;2018-05-09 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-05-09 13:00:00
"Božava";20;2018-05-09 13:00:00
"Dubrovnik";21,2;2018-05-09 13:00:00
"Hvar";20;2018-05-09 13:00:00
"Komiža";20;2018-05-09 13:00:00
"Krk";19;2018-05-09 13:00:00
"Malinska";18,3;2018-05-09 13:00:00
"Mali Lošinj";20,1;2018-05-09 13:00:00
"Mljet-otvoreno more";20,6;2018-05-09 13:00:00
"Mljet-Malo jezero";22,3;2018-05-09 13:00:00
"Pula";NA;2018-05-09 13:00:00
"Rab";20;2018-05-09 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-09 13:00:00
"Split";21;2018-05-09 13:00:00
"Šibenik";NA;2018-05-09 13:00:00
"Zadar";18,9;2018-05-09 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-05-09 14:00:00
"Božava";NA;2018-05-09 14:00:00
"Dubrovnik";21,3;2018-05-09 14:00:00
"Hvar";20;2018-05-09 14:00:00
"Komiža";20;2018-05-09 14:00:00
"Krk";NA;2018-05-09 14:00:00
"Malinska";18,5;2018-05-09 14:00:00
"Mali Lošinj";20,3;2018-05-09 14:00:00
"Mljet-otvoreno more";20,7;2018-05-09 14:00:00
"Mljet-Malo jezero";22,5;2018-05-09 14:00:00
"Pula";NA;2018-05-09 14:00:00
"Rab";20;2018-05-09 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-09 14:00:00
"Split";NA;2018-05-09 14:00:00
"Šibenik";21;2018-05-09 14:00:00
"Zadar";19;2018-05-09 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-05-09 16:00:00
"Božava";NA;2018-05-09 16:00:00
"Dubrovnik";21,5;2018-05-09 16:00:00
"Hvar";NA;2018-05-09 16:00:00
"Komiža";NA;2018-05-09 16:00:00
"Krk";NA;2018-05-09 16:00:00
"Malinska";18,4;2018-05-09 16:00:00
"Mali Lošinj";20,7;2018-05-09 16:00:00
"Mljet-otvoreno more";20,8;2018-05-09 16:00:00
"Mljet-Malo jezero";22,7;2018-05-09 16:00:00
"Pula";NA;2018-05-09 16:00:00
"Rab";NA;2018-05-09 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-09 16:00:00
"Split";NA;2018-05-09 16:00:00
"Šibenik";NA;2018-05-09 16:00:00
"Zadar";19,4;2018-05-09 16:00:00
