"grad";"temp";"vrijeme"
"Božava";21;2017-06-11 06:00:00
"Crikvenica";21,8;2017-06-11 06:00:00
"Dubrovnik";21,9;2017-06-11 06:00:00
"Hvar";NA;2017-06-11 06:00:00
"Komiža";NA;2017-06-11 06:00:00
"Krk";NA;2017-06-11 06:00:00
"Malinska";20,8;2017-06-11 06:00:00
"Mali Lošinj";21,2;2017-06-11 06:00:00
"Poreč";NA;2017-06-11 06:00:00
"Pula";NA;2017-06-11 06:00:00
"Rab";NA;2017-06-11 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-11 06:00:00
"Split";NA;2017-06-11 06:00:00
"Šibenik";NA;2017-06-11 06:00:00
"Zadar";20,5;2017-06-11 06:00:00
"Božava";NA;2017-06-11 07:00:00
"Crikvenica";21,6;2017-06-11 07:00:00
"Dubrovnik";22;2017-06-11 07:00:00
"Hvar";21;2017-06-11 07:00:00
"Komiža";22;2017-06-11 07:00:00
"Krk";21;2017-06-11 07:00:00
"Malinska";20,6;2017-06-11 07:00:00
"Mali Lošinj";21,4;2017-06-11 07:00:00
"Poreč";NA;2017-06-11 07:00:00
"Pula";23;2017-06-11 07:00:00
"Rab";23;2017-06-11 07:00:00
"Rovinj-Sv.Ivan n/p";23;2017-06-11 07:00:00
"Split";22;2017-06-11 07:00:00
"Šibenik";21;2017-06-11 07:00:00
"Zadar";20,5;2017-06-11 07:00:00
"Božava";NA;2017-06-11 10:00:00
"Crikvenica";22,1;2017-06-11 10:00:00
"Dubrovnik";21,1;2017-06-11 10:00:00
"Hvar";NA;2017-06-11 10:00:00
"Komiža";NA;2017-06-11 10:00:00
"Krk";NA;2017-06-11 10:00:00
"Malinska";20,3;2017-06-11 10:00:00
"Mali Lošinj";22;2017-06-11 10:00:00
"Poreč";NA;2017-06-11 10:00:00
"Pula";NA;2017-06-11 10:00:00
"Rab";NA;2017-06-11 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-11 10:00:00
"Split";NA;2017-06-11 10:00:00
"Šibenik";NA;2017-06-11 10:00:00
"Zadar";21;2017-06-11 10:00:00
"Božava";22;2017-06-11 13:00:00
"Crikvenica";22,8;2017-06-11 13:00:00
"Dubrovnik";21,3;2017-06-11 13:00:00
"Hvar";22;2017-06-11 13:00:00
"Komiža";22;2017-06-11 13:00:00
"Krk";22;2017-06-11 13:00:00
"Malinska";20,8;2017-06-11 13:00:00
"Mali Lošinj";22,2;2017-06-11 13:00:00
"Poreč";23;2017-06-11 13:00:00
"Pula";NA;2017-06-11 13:00:00
"Rab";23;2017-06-11 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-11 13:00:00
"Split";23;2017-06-11 13:00:00
"Šibenik";NA;2017-06-11 13:00:00
"Zadar";21,4;2017-06-11 13:00:00
"Božava";NA;2017-06-11 14:00:00
"Crikvenica";23,1;2017-06-11 14:00:00
"Dubrovnik";21,3;2017-06-11 14:00:00
"Hvar";NA;2017-06-11 14:00:00
"Komiža";NA;2017-06-11 14:00:00
"Krk";NA;2017-06-11 14:00:00
"Malinska";21;2017-06-11 14:00:00
"Mali Lošinj";22,1;2017-06-11 14:00:00
"Poreč";NA;2017-06-11 14:00:00
"Pula";NA;2017-06-11 14:00:00
"Rab";NA;2017-06-11 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-11 14:00:00
"Split";NA;2017-06-11 14:00:00
"Šibenik";NA;2017-06-11 14:00:00
"Zadar";21,2;2017-06-11 14:00:00
"Božava";NA;2017-06-11 16:00:00
"Crikvenica";22,9;2017-06-11 16:00:00
"Dubrovnik";21,4;2017-06-11 16:00:00
"Hvar";NA;2017-06-11 16:00:00
"Komiža";NA;2017-06-11 16:00:00
"Krk";NA;2017-06-11 16:00:00
"Malinska";21,3;2017-06-11 16:00:00
"Mali Lošinj";21,9;2017-06-11 16:00:00
"Poreč";NA;2017-06-11 16:00:00
"Pula";NA;2017-06-11 16:00:00
"Rab";NA;2017-06-11 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-11 16:00:00
"Split";NA;2017-06-11 16:00:00
"Šibenik";NA;2017-06-11 16:00:00
"Zadar";21,1;2017-06-11 16:00:00
