"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";6;2018-03-01 06:00:00
"Božava";NA;2018-03-01 06:00:00
"Crikvenica";9,1;2018-03-01 06:00:00
"Dubrovnik";12,6;2018-03-01 06:00:00
"Hvar";NA;2018-03-01 06:00:00
"Komiža";NA;2018-03-01 06:00:00
"Krk";NA;2018-03-01 06:00:00
"Malinska";10,5;2018-03-01 06:00:00
"Mali Lošinj";11,2;2018-03-01 06:00:00
"Mljet-otvoreno more";12,3;2018-03-01 06:00:00
"Mljet-Veliko jezero";9,2;2018-03-01 06:00:00
"Mljet-Malo jezero";NA;2018-03-01 06:00:00
"Pula";NA;2018-03-01 06:00:00
"Rab";NA;2018-03-01 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-01 06:00:00
"Split";NA;2018-03-01 06:00:00
"Šibenik";NA;2018-03-01 06:00:00
"Zadar";8,5;2018-03-01 06:00:00
"Postaja \ Termin mjerenja (h)";7;2018-03-01 07:00:00
"Božava";8;2018-03-01 07:00:00
"Crikvenica";9,1;2018-03-01 07:00:00
"Dubrovnik";12,6;2018-03-01 07:00:00
"Hvar";12;2018-03-01 07:00:00
"Komiža";13;2018-03-01 07:00:00
"Krk";10;2018-03-01 07:00:00
"Malinska";10,5;2018-03-01 07:00:00
"Mali Lošinj";11,2;2018-03-01 07:00:00
"Mljet-otvoreno more";12,2;2018-03-01 07:00:00
"Mljet-Veliko jezero";9,2;2018-03-01 07:00:00
"Mljet-Malo jezero";NA;2018-03-01 07:00:00
"Pula";8;2018-03-01 07:00:00
"Rab";10;2018-03-01 07:00:00
"Rovinj-Sv.Ivan n/p";9;2018-03-01 07:00:00
"Split";12;2018-03-01 07:00:00
"Šibenik";13;2018-03-01 07:00:00
"Zadar";8,5;2018-03-01 07:00:00
"Postaja \ Termin mjerenja (h)";10;2018-03-01 10:00:00
"Božava";NA;2018-03-01 10:00:00
"Crikvenica";8;2018-03-01 10:00:00
"Dubrovnik";12,3;2018-03-01 10:00:00
"Hvar";NA;2018-03-01 10:00:00
"Komiža";NA;2018-03-01 10:00:00
"Krk";NA;2018-03-01 10:00:00
"Malinska";10,5;2018-03-01 10:00:00
"Mali Lošinj";11,1;2018-03-01 10:00:00
"Mljet-otvoreno more";12,2;2018-03-01 10:00:00
"Mljet-Veliko jezero";9,1;2018-03-01 10:00:00
"Mljet-Malo jezero";NA;2018-03-01 10:00:00
"Pula";NA;2018-03-01 10:00:00
"Rab";NA;2018-03-01 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-01 10:00:00
"Split";NA;2018-03-01 10:00:00
"Šibenik";NA;2018-03-01 10:00:00
"Zadar";8,5;2018-03-01 10:00:00
"Postaja \ Termin mjerenja (h)";13;2018-03-01 13:00:00
"Božava";NA;2018-03-01 13:00:00
"Crikvenica";8;2018-03-01 13:00:00
"Dubrovnik";12,9;2018-03-01 13:00:00
"Hvar";NA;2018-03-01 13:00:00
"Komiža";NA;2018-03-01 13:00:00
"Krk";NA;2018-03-01 13:00:00
"Malinska";10,5;2018-03-01 13:00:00
"Mali Lošinj";11,1;2018-03-01 13:00:00
"Mljet-otvoreno more";12,2;2018-03-01 13:00:00
"Mljet-Veliko jezero";9,1;2018-03-01 13:00:00
"Mljet-Malo jezero";NA;2018-03-01 13:00:00
"Pula";NA;2018-03-01 13:00:00
"Rab";NA;2018-03-01 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-01 13:00:00
"Split";NA;2018-03-01 13:00:00
"Šibenik";NA;2018-03-01 13:00:00
"Zadar";8,5;2018-03-01 13:00:00
"Postaja \ Termin mjerenja (h)";14;2018-03-01 14:00:00
"Božava";NA;2018-03-01 14:00:00
"Crikvenica";8,1;2018-03-01 14:00:00
"Dubrovnik";12,9;2018-03-01 14:00:00
"Hvar";NA;2018-03-01 14:00:00
"Komiža";NA;2018-03-01 14:00:00
"Krk";NA;2018-03-01 14:00:00
"Malinska";10,5;2018-03-01 14:00:00
"Mali Lošinj";11,2;2018-03-01 14:00:00
"Mljet-otvoreno more";12,2;2018-03-01 14:00:00
"Mljet-Veliko jezero";9,1;2018-03-01 14:00:00
"Mljet-Malo jezero";NA;2018-03-01 14:00:00
"Pula";NA;2018-03-01 14:00:00
"Rab";NA;2018-03-01 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-01 14:00:00
"Split";NA;2018-03-01 14:00:00
"Šibenik";NA;2018-03-01 14:00:00
"Zadar";8,7;2018-03-01 14:00:00
"Postaja \ Termin mjerenja (h)";16;2018-03-01 16:00:00
"Božava";NA;2018-03-01 16:00:00
"Crikvenica";8,3;2018-03-01 16:00:00
"Dubrovnik";11,9;2018-03-01 16:00:00
"Hvar";NA;2018-03-01 16:00:00
"Komiža";NA;2018-03-01 16:00:00
"Krk";NA;2018-03-01 16:00:00
"Malinska";10,4;2018-03-01 16:00:00
"Mali Lošinj";11,2;2018-03-01 16:00:00
"Mljet-otvoreno more";12,2;2018-03-01 16:00:00
"Mljet-Veliko jezero";9,2;2018-03-01 16:00:00
"Mljet-Malo jezero";5,1;2018-03-01 16:00:00
"Pula";NA;2018-03-01 16:00:00
"Rab";NA;2018-03-01 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-03-01 16:00:00
"Split";NA;2018-03-01 16:00:00
"Šibenik";NA;2018-03-01 16:00:00
"Zadar";8,7;2018-03-01 16:00:00
