"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-04-16 06:00:00
"Božava";14;2018-04-16 06:00:00
"Crikvenica";13,9;2018-04-16 06:00:00
"Dubrovnik";16,3;2018-04-16 06:00:00
"Hvar";NA;2018-04-16 06:00:00
"Komiža";NA;2018-04-16 06:00:00
"Krk";NA;2018-04-16 06:00:00
"Malinska";13,8;2018-04-16 06:00:00
"Mali Lošinj";14,1;2018-04-16 06:00:00
"Mljet-otvoreno more";15,8;2018-04-16 06:00:00
"Mljet-Veliko jezero";15,5;2018-04-16 06:00:00
"Mljet-Malo jezero";16,4;2018-04-16 06:00:00
"Pula";NA;2018-04-16 06:00:00
"Rab";NA;2018-04-16 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-16 06:00:00
"Split";NA;2018-04-16 06:00:00
"Šibenik";NA;2018-04-16 06:00:00
"Zadar";13,2;2018-04-16 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-04-16 07:00:00
"Božava";NA;2018-04-16 07:00:00
"Crikvenica";13,6;2018-04-16 07:00:00
"Dubrovnik";16,1;2018-04-16 07:00:00
"Hvar";15;2018-04-16 07:00:00
"Komiža";15;2018-04-16 07:00:00
"Krk";14;2018-04-16 07:00:00
"Malinska";13,8;2018-04-16 07:00:00
"Mali Lošinj";14;2018-04-16 07:00:00
"Mljet-otvoreno more";15,8;2018-04-16 07:00:00
"Mljet-Veliko jezero";15,5;2018-04-16 07:00:00
"Mljet-Malo jezero";16,4;2018-04-16 07:00:00
"Pula";15;2018-04-16 07:00:00
"Rab";NA;2018-04-16 07:00:00
"Rovinj-Sv.Ivan n/p";13;2018-04-16 07:00:00
"Split";15;2018-04-16 07:00:00
"Šibenik";14;2018-04-16 07:00:00
"Zadar";13,4;2018-04-16 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-04-16 10:00:00
"Božava";NA;2018-04-16 10:00:00
"Crikvenica";13,8;2018-04-16 10:00:00
"Dubrovnik";16,3;2018-04-16 10:00:00
"Hvar";NA;2018-04-16 10:00:00
"Komiža";NA;2018-04-16 10:00:00
"Krk";NA;2018-04-16 10:00:00
"Malinska";13,6;2018-04-16 10:00:00
"Mali Lošinj";14,2;2018-04-16 10:00:00
"Mljet-otvoreno more";15,9;2018-04-16 10:00:00
"Mljet-Veliko jezero";15,5;2018-04-16 10:00:00
"Mljet-Malo jezero";16,4;2018-04-16 10:00:00
"Pula";NA;2018-04-16 10:00:00
"Rab";NA;2018-04-16 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-16 10:00:00
"Split";NA;2018-04-16 10:00:00
"Šibenik";NA;2018-04-16 10:00:00
"Zadar";13,5;2018-04-16 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-04-16 13:00:00
"Božava";15;2018-04-16 13:00:00
"Crikvenica";14,6;2018-04-16 13:00:00
"Dubrovnik";16,4;2018-04-16 13:00:00
"Hvar";16;2018-04-16 13:00:00
"Komiža";16;2018-04-16 13:00:00
"Krk";14;2018-04-16 13:00:00
"Malinska";14,4;2018-04-16 13:00:00
"Mali Lošinj";14,9;2018-04-16 13:00:00
"Mljet-otvoreno more";16;2018-04-16 13:00:00
"Mljet-Veliko jezero";15,7;2018-04-16 13:00:00
"Mljet-Malo jezero";16,6;2018-04-16 13:00:00
"Pula";NA;2018-04-16 13:00:00
"Rab";NA;2018-04-16 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-16 13:00:00
"Split";16;2018-04-16 13:00:00
"Šibenik";NA;2018-04-16 13:00:00
"Zadar";13,8;2018-04-16 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-04-16 14:00:00
"Božava";NA;2018-04-16 14:00:00
"Crikvenica";16,3;2018-04-16 14:00:00
"Dubrovnik";16,3;2018-04-16 14:00:00
"Hvar";16;2018-04-16 14:00:00
"Komiža";16;2018-04-16 14:00:00
"Krk";NA;2018-04-16 14:00:00
"Malinska";14,3;2018-04-16 14:00:00
"Mali Lošinj";15,2;2018-04-16 14:00:00
"Mljet-otvoreno more";16,1;2018-04-16 14:00:00
"Mljet-Veliko jezero";15,7;2018-04-16 14:00:00
"Mljet-Malo jezero";16,7;2018-04-16 14:00:00
"Pula";NA;2018-04-16 14:00:00
"Rab";15;2018-04-16 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-16 14:00:00
"Split";NA;2018-04-16 14:00:00
"Šibenik";16;2018-04-16 14:00:00
"Zadar";14;2018-04-16 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-04-16 16:00:00
"Božava";NA;2018-04-16 16:00:00
"Crikvenica";15,5;2018-04-16 16:00:00
"Dubrovnik";16,5;2018-04-16 16:00:00
"Hvar";NA;2018-04-16 16:00:00
"Komiža";NA;2018-04-16 16:00:00
"Krk";NA;2018-04-16 16:00:00
"Malinska";14,9;2018-04-16 16:00:00
"Mali Lošinj";15,6;2018-04-16 16:00:00
"Mljet-otvoreno more";16,2;2018-04-16 16:00:00
"Mljet-Veliko jezero";15,8;2018-04-16 16:00:00
"Mljet-Malo jezero";16,9;2018-04-16 16:00:00
"Pula";NA;2018-04-16 16:00:00
"Rab";NA;2018-04-16 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-16 16:00:00
"Split";NA;2018-04-16 16:00:00
"Šibenik";NA;2018-04-16 16:00:00
"Zadar";14,1;2018-04-16 16:00:00
