"grad";"temp";"vrijeme"
"Božava";23;2017-06-28 06:00:00
"Crikvenica";24,9;2017-06-28 06:00:00
"Dubrovnik";NA;2017-06-28 06:00:00
"Hvar";NA;2017-06-28 06:00:00
"Komiža";NA;2017-06-28 06:00:00
"Krk";NA;2017-06-28 06:00:00
"Malinska";25,8;2017-06-28 06:00:00
"Mali Lošinj";24;2017-06-28 06:00:00
"Pula";NA;2017-06-28 06:00:00
"Rab";NA;2017-06-28 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-28 06:00:00
"Split";NA;2017-06-28 06:00:00
"Šibenik";NA;2017-06-28 06:00:00
"Zadar";25,2;2017-06-28 06:00:00
"Božava";NA;2017-06-28 07:00:00
"Crikvenica";25,1;2017-06-28 07:00:00
"Dubrovnik";24,4;2017-06-28 07:00:00
"Hvar";22;2017-06-28 07:00:00
"Komiža";23;2017-06-28 07:00:00
"Krk";25;2017-06-28 07:00:00
"Malinska";25,8;2017-06-28 07:00:00
"Mali Lošinj";24;2017-06-28 07:00:00
"Pula";26;2017-06-28 07:00:00
"Rab";25;2017-06-28 07:00:00
"Rovinj-Sv.Ivan n/p";24;2017-06-28 07:00:00
"Split";24;2017-06-28 07:00:00
"Šibenik";25;2017-06-28 07:00:00
"Zadar";24,9;2017-06-28 07:00:00
"Božava";NA;2017-06-28 10:00:00
"Crikvenica";24,7;2017-06-28 10:00:00
"Dubrovnik";24,9;2017-06-28 10:00:00
"Hvar";NA;2017-06-28 10:00:00
"Komiža";NA;2017-06-28 10:00:00
"Krk";NA;2017-06-28 10:00:00
"Malinska";25,8;2017-06-28 10:00:00
"Mali Lošinj";24,6;2017-06-28 10:00:00
"Pula";NA;2017-06-28 10:00:00
"Rab";NA;2017-06-28 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-28 10:00:00
"Split";NA;2017-06-28 10:00:00
"Šibenik";NA;2017-06-28 10:00:00
"Zadar";25,3;2017-06-28 10:00:00
"Božava";25;2017-06-28 13:00:00
"Crikvenica";24,6;2017-06-28 13:00:00
"Dubrovnik";25,2;2017-06-28 13:00:00
"Hvar";24;2017-06-28 13:00:00
"Komiža";25;2017-06-28 13:00:00
"Krk";25;2017-06-28 13:00:00
"Malinska";24,8;2017-06-28 13:00:00
"Mali Lošinj";24,6;2017-06-28 13:00:00
"Pula";NA;2017-06-28 13:00:00
"Rab";26;2017-06-28 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-28 13:00:00
"Split";25;2017-06-28 13:00:00
"Šibenik";NA;2017-06-28 13:00:00
"Zadar";25,3;2017-06-28 13:00:00
"Božava";NA;2017-06-28 14:00:00
"Crikvenica";24,7;2017-06-28 14:00:00
"Dubrovnik";25,7;2017-06-28 14:00:00
"Hvar";NA;2017-06-28 14:00:00
"Komiža";NA;2017-06-28 14:00:00
"Krk";NA;2017-06-28 14:00:00
"Malinska";24,2;2017-06-28 14:00:00
"Mali Lošinj";24,6;2017-06-28 14:00:00
"Pula";NA;2017-06-28 14:00:00
"Rab";NA;2017-06-28 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-28 14:00:00
"Split";NA;2017-06-28 14:00:00
"Šibenik";NA;2017-06-28 14:00:00
"Zadar";25,4;2017-06-28 14:00:00
"Božava";NA;2017-06-28 16:00:00
"Crikvenica";24,9;2017-06-28 16:00:00
"Dubrovnik";25,8;2017-06-28 16:00:00
"Hvar";NA;2017-06-28 16:00:00
"Komiža";NA;2017-06-28 16:00:00
"Krk";NA;2017-06-28 16:00:00
"Malinska";24;2017-06-28 16:00:00
"Mali Lošinj";24,5;2017-06-28 16:00:00
"Pula";NA;2017-06-28 16:00:00
"Rab";NA;2017-06-28 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-28 16:00:00
"Split";NA;2017-06-28 16:00:00
"Šibenik";NA;2017-06-28 16:00:00
"Zadar";25,1;2017-06-28 16:00:00
