"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-04-18 06:00:00
"Božava";15;2018-04-18 06:00:00
"Dubrovnik";17;2018-04-18 06:00:00
"Hvar";NA;2018-04-18 06:00:00
"Komiža";NA;2018-04-18 06:00:00
"Krk";NA;2018-04-18 06:00:00
"Lastovo";NA;2018-04-18 06:00:00
"Malinska";14,2;2018-04-18 06:00:00
"Mali Lošinj";14,6;2018-04-18 06:00:00
"Mljet-otvoreno more";16;2018-04-18 06:00:00
"Mljet-Veliko jezero";16;2018-04-18 06:00:00
"Mljet-Malo jezero";17;2018-04-18 06:00:00
"Pula";NA;2018-04-18 06:00:00
"Rab";NA;2018-04-18 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-18 06:00:00
"Split";NA;2018-04-18 06:00:00
"Šibenik";NA;2018-04-18 06:00:00
"Zadar";14,1;2018-04-18 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-04-18 07:00:00
"Božava";NA;2018-04-18 07:00:00
"Dubrovnik";17;2018-04-18 07:00:00
"Hvar";16;2018-04-18 07:00:00
"Komiža";15;2018-04-18 07:00:00
"Krk";15;2018-04-18 07:00:00
"Lastovo";NA;2018-04-18 07:00:00
"Malinska";14,2;2018-04-18 07:00:00
"Mali Lošinj";14,4;2018-04-18 07:00:00
"Mljet-otvoreno more";15,9;2018-04-18 07:00:00
"Mljet-Veliko jezero";16,1;2018-04-18 07:00:00
"Mljet-Malo jezero";17;2018-04-18 07:00:00
"Pula";15;2018-04-18 07:00:00
"Rab";15;2018-04-18 07:00:00
"Rovinj-Sv.Ivan n/p";13;2018-04-18 07:00:00
"Split";16;2018-04-18 07:00:00
"Šibenik";15;2018-04-18 07:00:00
"Zadar";14,1;2018-04-18 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-04-18 10:00:00
"Božava";NA;2018-04-18 10:00:00
"Dubrovnik";17,1;2018-04-18 10:00:00
"Hvar";NA;2018-04-18 10:00:00
"Komiža";NA;2018-04-18 10:00:00
"Krk";NA;2018-04-18 10:00:00
"Lastovo";NA;2018-04-18 10:00:00
"Malinska";14,1;2018-04-18 10:00:00
"Mali Lošinj";14,2;2018-04-18 10:00:00
"Mljet-otvoreno more";15,9;2018-04-18 10:00:00
"Mljet-Veliko jezero";16,1;2018-04-18 10:00:00
"Mljet-Malo jezero";17,2;2018-04-18 10:00:00
"Pula";NA;2018-04-18 10:00:00
"Rab";NA;2018-04-18 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-18 10:00:00
"Split";NA;2018-04-18 10:00:00
"Šibenik";NA;2018-04-18 10:00:00
"Zadar";14,3;2018-04-18 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-04-18 13:00:00
"Božava";16;2018-04-18 13:00:00
"Dubrovnik";17,3;2018-04-18 13:00:00
"Hvar";16;2018-04-18 13:00:00
"Komiža";16;2018-04-18 13:00:00
"Krk";15;2018-04-18 13:00:00
"Lastovo";NA;2018-04-18 13:00:00
"Malinska";14,2;2018-04-18 13:00:00
"Mali Lošinj";14,1;2018-04-18 13:00:00
"Mljet-otvoreno more";15,8;2018-04-18 13:00:00
"Mljet-Veliko jezero";16,3;2018-04-18 13:00:00
"Mljet-Malo jezero";17,3;2018-04-18 13:00:00
"Pula";NA;2018-04-18 13:00:00
"Rab";NA;2018-04-18 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-18 13:00:00
"Split";16;2018-04-18 13:00:00
"Šibenik";NA;2018-04-18 13:00:00
"Zadar";14,3;2018-04-18 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-04-18 14:00:00
"Božava";NA;2018-04-18 14:00:00
"Dubrovnik";17,4;2018-04-18 14:00:00
"Hvar";16;2018-04-18 14:00:00
"Komiža";16;2018-04-18 14:00:00
"Krk";NA;2018-04-18 14:00:00
"Lastovo";17;2018-04-18 14:00:00
"Malinska";14,6;2018-04-18 14:00:00
"Mali Lošinj";14,2;2018-04-18 14:00:00
"Mljet-otvoreno more";15,9;2018-04-18 14:00:00
"Mljet-Veliko jezero";16,3;2018-04-18 14:00:00
"Mljet-Malo jezero";17,3;2018-04-18 14:00:00
"Pula";NA;2018-04-18 14:00:00
"Rab";15;2018-04-18 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-18 14:00:00
"Split";NA;2018-04-18 14:00:00
"Šibenik";15;2018-04-18 14:00:00
"Zadar";14,3;2018-04-18 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-04-18 16:00:00
"Božava";NA;2018-04-18 16:00:00
"Dubrovnik";17,1;2018-04-18 16:00:00
"Hvar";NA;2018-04-18 16:00:00
"Komiža";NA;2018-04-18 16:00:00
"Krk";NA;2018-04-18 16:00:00
"Lastovo";NA;2018-04-18 16:00:00
"Malinska";14,5;2018-04-18 16:00:00
"Mali Lošinj";15;2018-04-18 16:00:00
"Mljet-otvoreno more";16,1;2018-04-18 16:00:00
"Mljet-Veliko jezero";16,4;2018-04-18 16:00:00
"Mljet-Malo jezero";17,5;2018-04-18 16:00:00
"Pula";NA;2018-04-18 16:00:00
"Rab";NA;2018-04-18 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-18 16:00:00
"Split";NA;2018-04-18 16:00:00
"Šibenik";NA;2018-04-18 16:00:00
"Zadar";14,6;2018-04-18 16:00:00
