"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";6;2018-02-19 06:00:00
"Božava";NA;2018-02-19 06:00:00
"Crikvenica";10,9;2018-02-19 06:00:00
"Dubrovnik";13,2;2018-02-19 06:00:00
"Hvar";NA;2018-02-19 06:00:00
"Komiža";NA;2018-02-19 06:00:00
"Krk";NA;2018-02-19 06:00:00
"Lastovo";NA;2018-02-19 06:00:00
"Malinska";11,5;2018-02-19 06:00:00
"Mali Lošinj";12,3;2018-02-19 06:00:00
"Mljet-otvoreno more";12,4;2018-02-19 06:00:00
"Mljet-Veliko jezero";10,6;2018-02-19 06:00:00
"Mljet-Malo jezero";9,5;2018-02-19 06:00:00
"Pula";NA;2018-02-19 06:00:00
"Rab";NA;2018-02-19 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-02-19 06:00:00
"Split";NA;2018-02-19 06:00:00
"Šibenik";NA;2018-02-19 06:00:00
"Zadar";9,8;2018-02-19 06:00:00
"Postaja \ Termin mjerenja (h)";7;2018-02-19 07:00:00
"Božava";12;2018-02-19 07:00:00
"Crikvenica";NA;2018-02-19 07:00:00
"Dubrovnik";13,2;2018-02-19 07:00:00
"Hvar";12;2018-02-19 07:00:00
"Komiža";14;2018-02-19 07:00:00
"Krk";10;2018-02-19 07:00:00
"Lastovo";NA;2018-02-19 07:00:00
"Malinska";11,6;2018-02-19 07:00:00
"Mali Lošinj";12,2;2018-02-19 07:00:00
"Mljet-otvoreno more";12,4;2018-02-19 07:00:00
"Mljet-Veliko jezero";10,6;2018-02-19 07:00:00
"Mljet-Malo jezero";9,4;2018-02-19 07:00:00
"Pula";11;2018-02-19 07:00:00
"Rab";11;2018-02-19 07:00:00
"Rovinj-Sv.Ivan n/p";11;2018-02-19 07:00:00
"Split";12;2018-02-19 07:00:00
"Šibenik";12;2018-02-19 07:00:00
"Zadar";9,8;2018-02-19 07:00:00
"Postaja \ Termin mjerenja (h)";10;2018-02-19 10:00:00
"Božava";NA;2018-02-19 10:00:00
"Crikvenica";10,7;2018-02-19 10:00:00
"Dubrovnik";13,2;2018-02-19 10:00:00
"Hvar";NA;2018-02-19 10:00:00
"Komiža";NA;2018-02-19 10:00:00
"Krk";NA;2018-02-19 10:00:00
"Lastovo";NA;2018-02-19 10:00:00
"Malinska";11,4;2018-02-19 10:00:00
"Mali Lošinj";12,3;2018-02-19 10:00:00
"Mljet-otvoreno more";12,3;2018-02-19 10:00:00
"Mljet-Veliko jezero";10,6;2018-02-19 10:00:00
"Mljet-Malo jezero";9,4;2018-02-19 10:00:00
"Pula";NA;2018-02-19 10:00:00
