"grad";"temp";"vrijeme"
"Božava";22;2017-06-23 06:00:00
"Crikvenica";24,9;2017-06-23 06:00:00
"Dubrovnik";21,2;2017-06-23 06:00:00
"Hvar";NA;2017-06-23 06:00:00
"Komiža";NA;2017-06-23 06:00:00
"Krk";NA;2017-06-23 06:00:00
"Malinska";25,3;2017-06-23 06:00:00
"Mali Lošinj";23,8;2017-06-23 06:00:00
"Pula";NA;2017-06-23 06:00:00
"Rab";NA;2017-06-23 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-23 06:00:00
"Split";NA;2017-06-23 06:00:00
"Šibenik";NA;2017-06-23 06:00:00
"Zadar";23,3;2017-06-23 06:00:00
"Božava";NA;2017-06-23 07:00:00
"Crikvenica";25;2017-06-23 07:00:00
"Dubrovnik";20,9;2017-06-23 07:00:00
"Hvar";22;2017-06-23 07:00:00
"Komiža";23;2017-06-23 07:00:00
"Krk";24;2017-06-23 07:00:00
"Malinska";25,2;2017-06-23 07:00:00
"Mali Lošinj";23,8;2017-06-23 07:00:00
"Pula";25;2017-06-23 07:00:00
"Rab";24;2017-06-23 07:00:00
"Rovinj-Sv.Ivan n/p";24;2017-06-23 07:00:00
"Split";23;2017-06-23 07:00:00
"Šibenik";22;2017-06-23 07:00:00
"Zadar";23,5;2017-06-23 07:00:00
"Božava";NA;2017-06-23 10:00:00
"Crikvenica";25,3;2017-06-23 10:00:00
"Dubrovnik";21,9;2017-06-23 10:00:00
"Hvar";NA;2017-06-23 10:00:00
"Komiža";NA;2017-06-23 10:00:00
"Krk";NA;2017-06-23 10:00:00
"Malinska";25,3;2017-06-23 10:00:00
"Mali Lošinj";23,4;2017-06-23 10:00:00
"Pula";NA;2017-06-23 10:00:00
"Rab";NA;2017-06-23 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-23 10:00:00
"Split";NA;2017-06-23 10:00:00
"Šibenik";NA;2017-06-23 10:00:00
"Zadar";23,7;2017-06-23 10:00:00
"Božava";NA;2017-06-23 13:00:00
"Crikvenica";25,5;2017-06-23 13:00:00
"Dubrovnik";22,4;2017-06-23 13:00:00
"Hvar";23;2017-06-23 13:00:00
"Komiža";25;2017-06-23 13:00:00
"Krk";25;2017-06-23 13:00:00
"Malinska";25,4;2017-06-23 13:00:00
"Mali Lošinj";23,8;2017-06-23 13:00:00
"Pula";NA;2017-06-23 13:00:00
"Rab";26;2017-06-23 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-23 13:00:00
"Split";24;2017-06-23 13:00:00
"Šibenik";NA;2017-06-23 13:00:00
"Zadar";24,3;2017-06-23 13:00:00
"Božava";NA;2017-06-23 14:00:00
"Crikvenica";26;2017-06-23 14:00:00
"Dubrovnik";22,7;2017-06-23 14:00:00
"Hvar";NA;2017-06-23 14:00:00
"Komiža";NA;2017-06-23 14:00:00
"Krk";NA;2017-06-23 14:00:00
"Malinska";25,5;2017-06-23 14:00:00
"Mali Lošinj";24,7;2017-06-23 14:00:00
"Pula";NA;2017-06-23 14:00:00
"Rab";NA;2017-06-23 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-23 14:00:00
"Split";NA;2017-06-23 14:00:00
"Šibenik";NA;2017-06-23 14:00:00
"Zadar";24,4;2017-06-23 14:00:00
"Božava";NA;2017-06-23 16:00:00
"Crikvenica";26,1;2017-06-23 16:00:00
"Dubrovnik";23,2;2017-06-23 16:00:00
"Hvar";NA;2017-06-23 16:00:00
"Komiža";NA;2017-06-23 16:00:00
"Krk";NA;2017-06-23 16:00:00
"Malinska";NA;2017-06-23 16:00:00
"Mali Lošinj";25,5;2017-06-23 16:00:00
"Pula";NA;2017-06-23 16:00:00
"Rab";NA;2017-06-23 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-23 16:00:00
"Split";NA;2017-06-23 16:00:00
"Šibenik";NA;2017-06-23 16:00:00
"Zadar";24,9;2017-06-23 16:00:00
