"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2017-07-07 06:00:00
"Božava";24;2017-07-07 06:00:00
"Crikvenica";25,5;2017-07-07 06:00:00
"Dubrovnik";22;2017-07-07 06:00:00
"Hvar";NA;2017-07-07 06:00:00
"Komiža";NA;2017-07-07 06:00:00
"Krk";NA;2017-07-07 06:00:00
"Malinska";NA;2017-07-07 06:00:00
"Mali Lošinj";24,5;2017-07-07 06:00:00
"Mljet-otvoreno more";23,8;2017-07-07 06:00:00
"Mljet-Malo jezero";26,7;2017-07-07 06:00:00
"Pula";NA;2017-07-07 06:00:00
"Rab";NA;2017-07-07 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-07 06:00:00
"Split";NA;2017-07-07 06:00:00
"Šibenik";NA;2017-07-07 06:00:00
"Zadar";23,3;2017-07-07 06:00:00
"Postaja \ Termin mjerenja (h)";8;2017-07-07 07:00:00
"Božava";NA;2017-07-07 07:00:00
"Crikvenica";25,3;2017-07-07 07:00:00
"Dubrovnik";22,4;2017-07-07 07:00:00
"Hvar";23;2017-07-07 07:00:00
"Komiža";24;2017-07-07 07:00:00
"Krk";25;2017-07-07 07:00:00
"Malinska";25,5;2017-07-07 07:00:00
"Mali Lošinj";24,1;2017-07-07 07:00:00
"Mljet-otvoreno more";23,8;2017-07-07 07:00:00
"Mljet-Malo jezero";26,7;2017-07-07 07:00:00
"Pula";26;2017-07-07 07:00:00
"Rab";24;2017-07-07 07:00:00
"Rovinj-Sv.Ivan n/p";25;2017-07-07 07:00:00
"Split";24;2017-07-07 07:00:00
"Šibenik";23;2017-07-07 07:00:00
"Zadar";23,5;2017-07-07 07:00:00
"Postaja \ Termin mjerenja (h)";11;2017-07-07 10:00:00
"Božava";NA;2017-07-07 10:00:00
"Crikvenica";25,6;2017-07-07 10:00:00
"Dubrovnik";22,8;2017-07-07 10:00:00
"Hvar";NA;2017-07-07 10:00:00
"Komiža";NA;2017-07-07 10:00:00
"Krk";NA;2017-07-07 10:00:00
"Malinska";25,8;2017-07-07 10:00:00
"Mali Lošinj";24;2017-07-07 10:00:00
"Mljet-otvoreno more";24,3;2017-07-07 10:00:00
"Mljet-Malo jezero";26,9;2017-07-07 10:00:00
"Pula";NA;2017-07-07 10:00:00
"Rab";NA;2017-07-07 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-07 10:00:00
"Split";NA;2017-07-07 10:00:00
"Šibenik";NA;2017-07-07 10:00:00
"Zadar";24,3;2017-07-07 10:00:00
"Postaja \ Termin mjerenja (h)";14;2017-07-07 13:00:00
"Božava";25;2017-07-07 13:00:00
"Crikvenica";26,7;2017-07-07 13:00:00
"Dubrovnik";22,9;2017-07-07 13:00:00
"Hvar";24;2017-07-07 13:00:00
"Komiža";24;2017-07-07 13:00:00
"Krk";26;2017-07-07 13:00:00
"Malinska";NA;2017-07-07 13:00:00
"Mali Lošinj";25,4;2017-07-07 13:00:00
"Mljet-otvoreno more";24,8;2017-07-07 13:00:00
"Mljet-Malo jezero";27,3;2017-07-07 13:00:00
"Pula";NA;2017-07-07 13:00:00
"Rab";26;2017-07-07 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-07 13:00:00
"Split";25;2017-07-07 13:00:00
"Šibenik";NA;2017-07-07 13:00:00
"Zadar";24,5;2017-07-07 13:00:00
"Postaja \ Termin mjerenja (h)";15;2017-07-07 14:00:00
"Božava";NA;2017-07-07 14:00:00
"Crikvenica";26,5;2017-07-07 14:00:00
"Dubrovnik";23,2;2017-07-07 14:00:00
"Hvar";NA;2017-07-07 14:00:00
"Komiža";NA;2017-07-07 14:00:00
"Krk";NA;2017-07-07 14:00:00
"Malinska";25,7;2017-07-07 14:00:00
"Mali Lošinj";25,7;2017-07-07 14:00:00
"Mljet-otvoreno more";24,6;2017-07-07 14:00:00
"Mljet-Malo jezero";27,4;2017-07-07 14:00:00
"Pula";NA;2017-07-07 14:00:00
"Rab";NA;2017-07-07 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-07 14:00:00
"Split";NA;2017-07-07 14:00:00
"Šibenik";NA;2017-07-07 14:00:00
"Zadar";24,5;2017-07-07 14:00:00
"Postaja \ Termin mjerenja (h)";17;2017-07-07 16:00:00
"Božava";NA;2017-07-07 16:00:00
"Crikvenica";26,9;2017-07-07 16:00:00
"Dubrovnik";24;2017-07-07 16:00:00
"Hvar";NA;2017-07-07 16:00:00
"Komiža";NA;2017-07-07 16:00:00
"Krk";NA;2017-07-07 16:00:00
"Malinska";NA;2017-07-07 16:00:00
"Mali Lošinj";25,9;2017-07-07 16:00:00
"Mljet-otvoreno more";24,4;2017-07-07 16:00:00
"Mljet-Malo jezero";27,6;2017-07-07 16:00:00
"Pula";NA;2017-07-07 16:00:00
"Rab";NA;2017-07-07 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-07 16:00:00
"Split";NA;2017-07-07 16:00:00
"Šibenik";NA;2017-07-07 16:00:00
"Zadar";24,1;2017-07-07 16:00:00
