"grad";"temp";"vrijeme"
"Božava";22;2017-06-16 06:00:00
"Crikvenica";23,3;2017-06-16 06:00:00
"Dubrovnik";22,5;2017-06-16 06:00:00
"Hvar";NA;2017-06-16 06:00:00
"Komiža";NA;2017-06-16 06:00:00
"Krk";NA;2017-06-16 06:00:00
"Malinska";22,5;2017-06-16 06:00:00
"Mali Lošinj";22,8;2017-06-16 06:00:00
"Pula";NA;2017-06-16 06:00:00
"Rab";NA;2017-06-16 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-16 06:00:00
"Split";NA;2017-06-16 06:00:00
"Šibenik";NA;2017-06-16 06:00:00
"Zadar";21,7;2017-06-16 06:00:00
"Božava";NA;2017-06-16 07:00:00
"Crikvenica";23,3;2017-06-16 07:00:00
"Dubrovnik";21,7;2017-06-16 07:00:00
"Hvar";22;2017-06-16 07:00:00
"Komiža";22;2017-06-16 07:00:00
"Krk";23;2017-06-16 07:00:00
"Malinska";NA;2017-06-16 07:00:00
"Mali Lošinj";22,7;2017-06-16 07:00:00
"Pula";24;2017-06-16 07:00:00
"Rab";24;2017-06-16 07:00:00
"Rovinj-Sv.Ivan n/p";23;2017-06-16 07:00:00
"Split";23;2017-06-16 07:00:00
"Šibenik";22;2017-06-16 07:00:00
"Zadar";21,4;2017-06-16 07:00:00
"Božava";NA;2017-06-16 10:00:00
"Crikvenica";23,4;2017-06-16 10:00:00
"Dubrovnik";21,8;2017-06-16 10:00:00
"Hvar";NA;2017-06-16 10:00:00
"Komiža";NA;2017-06-16 10:00:00
"Krk";NA;2017-06-16 10:00:00
"Malinska";22,7;2017-06-16 10:00:00
"Mali Lošinj";23,2;2017-06-16 10:00:00
"Pula";NA;2017-06-16 10:00:00
"Rab";NA;2017-06-16 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-16 10:00:00
"Split";NA;2017-06-16 10:00:00
"Šibenik";NA;2017-06-16 10:00:00
"Zadar";23;2017-06-16 10:00:00
"Božava";23;2017-06-16 13:00:00
"Crikvenica";24,1;2017-06-16 13:00:00
"Dubrovnik";22,6;2017-06-16 13:00:00
"Hvar";23;2017-06-16 13:00:00
"Komiža";23;2017-06-16 13:00:00
"Krk";23;2017-06-16 13:00:00
"Malinska";22,9;2017-06-16 13:00:00
"Mali Lošinj";23,8;2017-06-16 13:00:00
"Pula";NA;2017-06-16 13:00:00
"Rab";24;2017-06-16 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-16 13:00:00
"Split";24;2017-06-16 13:00:00
"Šibenik";NA;2017-06-16 13:00:00
"Zadar";23;2017-06-16 13:00:00
"Božava";NA;2017-06-16 14:00:00
"Crikvenica";24,1;2017-06-16 14:00:00
"Dubrovnik";23;2017-06-16 14:00:00
"Hvar";NA;2017-06-16 14:00:00
"Komiža";NA;2017-06-16 14:00:00
"Krk";NA;2017-06-16 14:00:00
"Malinska";23;2017-06-16 14:00:00
"Mali Lošinj";23,9;2017-06-16 14:00:00
"Pula";NA;2017-06-16 14:00:00
"Rab";NA;2017-06-16 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-16 14:00:00
"Split";NA;2017-06-16 14:00:00
"Šibenik";NA;2017-06-16 14:00:00
"Zadar";22,4;2017-06-16 14:00:00
"Božava";NA;2017-06-16 16:00:00
"Crikvenica";24,5;2017-06-16 16:00:00
"Dubrovnik";23,2;2017-06-16 16:00:00
"Hvar";NA;2017-06-16 16:00:00
"Komiža";NA;2017-06-16 16:00:00
"Krk";NA;2017-06-16 16:00:00
"Malinska";23,2;2017-06-16 16:00:00
"Mali Lošinj";24;2017-06-16 16:00:00
"Pula";NA;2017-06-16 16:00:00
"Rab";NA;2017-06-16 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-06-16 16:00:00
"Split";NA;2017-06-16 16:00:00
"Šibenik";NA;2017-06-16 16:00:00
"Zadar";22,3;2017-06-16 16:00:00
