"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2017-07-14 06:00:00
"Božava";25;2017-07-14 06:00:00
"Crikvenica";25,3;2017-07-14 06:00:00
"Dubrovnik";21,7;2017-07-14 06:00:00
"Hvar";NA;2017-07-14 06:00:00
"Komiža";NA;2017-07-14 06:00:00
"Krk";NA;2017-07-14 06:00:00
"Lastovo";NA;2017-07-14 06:00:00
"Malinska";23,8;2017-07-14 06:00:00
"Mali Lošinj";24,5;2017-07-14 06:00:00
"Mljet-otvoreno more";25,3;2017-07-14 06:00:00
"Mljet-Malo jezero";27,9;2017-07-14 06:00:00
"Pula";NA;2017-07-14 06:00:00
"Rab";NA;2017-07-14 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-14 06:00:00
"Split";NA;2017-07-14 06:00:00
"Šibenik";NA;2017-07-14 06:00:00
"Zadar";25,2;2017-07-14 06:00:00
"Postaja \ Termin mjerenja (h)";8;2017-07-14 07:00:00
"Božava";NA;2017-07-14 07:00:00
"Crikvenica";25,2;2017-07-14 07:00:00
"Dubrovnik";22,2;2017-07-14 07:00:00
"Hvar";25;2017-07-14 07:00:00
"Komiža";25;2017-07-14 07:00:00
"Krk";25;2017-07-14 07:00:00
"Lastovo";NA;2017-07-14 07:00:00
"Malinska";24;2017-07-14 07:00:00
"Mali Lošinj";24,8;2017-07-14 07:00:00
"Mljet-otvoreno more";24,9;2017-07-14 07:00:00
"Mljet-Malo jezero";27,9;2017-07-14 07:00:00
"Pula";27;2017-07-14 07:00:00
"Rab";26;2017-07-14 07:00:00
"Rovinj-Sv.Ivan n/p";26;2017-07-14 07:00:00
"Split";25;2017-07-14 07:00:00
"Šibenik";24;2017-07-14 07:00:00
"Zadar";25,1;2017-07-14 07:00:00
"Postaja \ Termin mjerenja (h)";11;2017-07-14 10:00:00
"Božava";NA;2017-07-14 10:00:00
"Crikvenica";25;2017-07-14 10:00:00
"Dubrovnik";24,2;2017-07-14 10:00:00
"Hvar";NA;2017-07-14 10:00:00
"Komiža";NA;2017-07-14 10:00:00
"Krk";NA;2017-07-14 10:00:00
"Lastovo";NA;2017-07-14 10:00:00
"Malinska";24;2017-07-14 10:00:00
"Mali Lošinj";25,1;2017-07-14 10:00:00
"Mljet-otvoreno more";24,4;2017-07-14 10:00:00
"Mljet-Malo jezero";27,8;2017-07-14 10:00:00
"Pula";NA;2017-07-14 10:00:00
"Rab";NA;2017-07-14 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-14 10:00:00
"Split";NA;2017-07-14 10:00:00
"Šibenik";NA;2017-07-14 10:00:00
"Zadar";24,7;2017-07-14 10:00:00
"Postaja \ Termin mjerenja (h)";14;2017-07-14 13:00:00
"Božava";26;2017-07-14 13:00:00
"Crikvenica";24,9;2017-07-14 13:00:00
"Dubrovnik";25,3;2017-07-14 13:00:00
"Hvar";26;2017-07-14 13:00:00
"Komiža";25;2017-07-14 13:00:00
"Krk";25;2017-07-14 13:00:00
"Lastovo";NA;2017-07-14 13:00:00
"Malinska";24,3;2017-07-14 13:00:00
"Mali Lošinj";25,3;2017-07-14 13:00:00
"Mljet-otvoreno more";25,4;2017-07-14 13:00:00
"Mljet-Malo jezero";28,1;2017-07-14 13:00:00
"Pula";NA;2017-07-14 13:00:00
"Rab";27;2017-07-14 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-14 13:00:00
"Split";26;2017-07-14 13:00:00
"Šibenik";NA;2017-07-14 13:00:00
"Zadar";25;2017-07-14 13:00:00
"Postaja \ Termin mjerenja (h)";15;2017-07-14 14:00:00
"Božava";NA;2017-07-14 14:00:00
"Crikvenica";24,9;2017-07-14 14:00:00
"Dubrovnik";25,6;2017-07-14 14:00:00
"Hvar";NA;2017-07-14 14:00:00
"Komiža";NA;2017-07-14 14:00:00
"Krk";NA;2017-07-14 14:00:00
"Lastovo";27;2017-07-14 14:00:00
"Malinska";24,4;2017-07-14 14:00:00
"Mali Lošinj";25,4;2017-07-14 14:00:00
"Mljet-otvoreno more";25,2;2017-07-14 14:00:00
"Mljet-Malo jezero";28,2;2017-07-14 14:00:00
"Pula";NA;2017-07-14 14:00:00
"Rab";NA;2017-07-14 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-14 14:00:00
"Split";NA;2017-07-14 14:00:00
"Šibenik";NA;2017-07-14 14:00:00
"Zadar";25,2;2017-07-14 14:00:00
"Postaja \ Termin mjerenja (h)";17;2017-07-14 16:00:00
"Božava";NA;2017-07-14 16:00:00
"Crikvenica";25;2017-07-14 16:00:00
"Dubrovnik";26;2017-07-14 16:00:00
"Hvar";NA;2017-07-14 16:00:00
"Komiža";NA;2017-07-14 16:00:00
"Krk";NA;2017-07-14 16:00:00
"Lastovo";NA;2017-07-14 16:00:00
"Malinska";24,5;2017-07-14 16:00:00
"Mali Lošinj";25,5;2017-07-14 16:00:00
"Mljet-otvoreno more";23,6;2017-07-14 16:00:00
"Mljet-Malo jezero";28,1;2017-07-14 16:00:00
"Pula";NA;2017-07-14 16:00:00
"Rab";NA;2017-07-14 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-07-14 16:00:00
"Split";NA;2017-07-14 16:00:00
"Šibenik";NA;2017-07-14 16:00:00
"Zadar";25,4;2017-07-14 16:00:00
