"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-06-21 06:00:00
"Božava";22;2018-06-21 06:00:00
"Crikvenica";22,9;2018-06-21 06:00:00
"Dubrovnik";24,1;2018-06-21 06:00:00
"Hvar";NA;2018-06-21 06:00:00
"Komiža";NA;2018-06-21 06:00:00
"Krk";NA;2018-06-21 06:00:00
"Lastovo";NA;2018-06-21 06:00:00
"Malinska";23,3;2018-06-21 06:00:00
"Mali Lošinj";22,8;2018-06-21 06:00:00
"Mljet-otvoreno more";23,8;2018-06-21 06:00:00
"Mljet-Veliko jezero";25,5;2018-06-21 06:00:00
"Mljet-Malo jezero";26,6;2018-06-21 06:00:00
"Pula";NA;2018-06-21 06:00:00
"Rab";NA;2018-06-21 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-06-21 06:00:00
"Split";NA;2018-06-21 06:00:00
"Šibenik";NA;2018-06-21 06:00:00
"Zadar";22,8;2018-06-21 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-06-21 07:00:00
"Božava";NA;2018-06-21 07:00:00
"Crikvenica";22,9;2018-06-21 07:00:00
"Dubrovnik";24;2018-06-21 07:00:00
"Hvar";24;2018-06-21 07:00:00
"Komiža";25;2018-06-21 07:00:00
"Krk";22;2018-06-21 07:00:00
"Lastovo";NA;2018-06-21 07:00:00
"Malinska";23,5;2018-06-21 07:00:00
"Mali Lošinj";22,7;2018-06-21 07:00:00
"Mljet-otvoreno more";23,9;2018-06-21 07:00:00
"Mljet-Veliko jezero";25,5;2018-06-21 07:00:00
"Mljet-Malo jezero";26,6;2018-06-21 07:00:00
"Pula";25;2018-06-21 07:00:00
"Rab";22;2018-06-21 07:00:00
"Rovinj-Sv.Ivan n/p";25;2018-06-21 07:00:00
"Split";22;2018-06-21 07:00:00
"Šibenik";23;2018-06-21 07:00:00
"Zadar";22,8;2018-06-21 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-06-21 10:00:00
"Božava";NA;2018-06-21 10:00:00
"Crikvenica";22,8;2018-06-21 10:00:00
"Dubrovnik";23,9;2018-06-21 10:00:00
"Hvar";NA;2018-06-21 10:00:00
"Komiža";NA;2018-06-21 10:00:00
"Krk";NA;2018-06-21 10:00:00
"Lastovo";NA;2018-06-21 10:00:00
"Malinska";23,7;2018-06-21 10:00:00
"Mali Lošinj";23,3;2018-06-21 10:00:00
"Mljet-otvoreno more";24,3;2018-06-21 10:00:00
"Mljet-Veliko jezero";25,7;2018-06-21 10:00:00
"Mljet-Malo jezero";26,7;2018-06-21 10:00:00
"Pula";NA;2018-06-21 10:00:00
"Rab";NA;2018-06-21 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-06-21 10:00:00
"Split";NA;2018-06-21 10:00:00
"Šibenik";NA;2018-06-21 10:00:00
"Zadar";23,2;2018-06-21 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-06-21 13:00:00
"Božava";22;2018-06-21 13:00:00
"Crikvenica";23,3;2018-06-21 13:00:00
"Dubrovnik";24;2018-06-21 13:00:00
"Hvar";25;2018-06-21 13:00:00
"Komiža";25;2018-06-21 13:00:00
"Krk";23;2018-06-21 13:00:00
"Lastovo";NA;2018-06-21 13:00:00
"Malinska";23,8;2018-06-21 13:00:00
"Mali Lošinj";24,2;2018-06-21 13:00:00
"Mljet-otvoreno more";24,9;2018-06-21 13:00:00
"Mljet-Veliko jezero";26;2018-06-21 13:00:00
"Mljet-Malo jezero";27;2018-06-21 13:00:00
"Pula";NA;2018-06-21 13:00:00
"Rab";22;2018-06-21 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-06-21 13:00:00
"Split";23;2018-06-21 13:00:00
"Šibenik";NA;2018-06-21 13:00:00
"Zadar";NA;2018-06-21 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-06-21 14:00:00
"Božava";NA;2018-06-21 14:00:00
"Crikvenica";23,6;2018-06-21 14:00:00
"Dubrovnik";24,1;2018-06-21 14:00:00
"Hvar";25;2018-06-21 14:00:00
"Komiža";25;2018-06-21 14:00:00
"Krk";NA;2018-06-21 14:00:00
"Lastovo";25;2018-06-21 14:00:00
"Malinska";23,8;2018-06-21 14:00:00
"Mali Lošinj";24,4;2018-06-21 14:00:00
"Mljet-otvoreno more";25,2;2018-06-21 14:00:00
"Mljet-Veliko jezero";26,1;2018-06-21 14:00:00
"Mljet-Malo jezero";27,1;2018-06-21 14:00:00
"Pula";NA;2018-06-21 14:00:00
"Rab";22;2018-06-21 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-06-21 14:00:00
"Split";NA;2018-06-21 14:00:00
"Šibenik";23;2018-06-21 14:00:00
"Zadar";22,6;2018-06-21 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-06-21 16:00:00
"Božava";NA;2018-06-21 16:00:00
"Crikvenica";23,6;2018-06-21 16:00:00
"Dubrovnik";24,8;2018-06-21 16:00:00
"Hvar";NA;2018-06-21 16:00:00
"Komiža";NA;2018-06-21 16:00:00
"Krk";NA;2018-06-21 16:00:00
"Lastovo";NA;2018-06-21 16:00:00
"Malinska";24,3;2018-06-21 16:00:00
"Mali Lošinj";24,9;2018-06-21 16:00:00
"Mljet-otvoreno more";24,9;2018-06-21 16:00:00
"Mljet-Veliko jezero";26,4;2018-06-21 16:00:00
"Mljet-Malo jezero";27,3;2018-06-21 16:00:00
"Pula";NA;2018-06-21 16:00:00
"Rab";NA;2018-06-21 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-06-21 16:00:00
"Split";NA;2018-06-21 16:00:00
"Šibenik";NA;2018-06-21 16:00:00
"Zadar";21,9;2018-06-21 16:00:00
