"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-04-05 06:00:00
"Crikvenica";11,2;2018-04-05 06:00:00
"Dubrovnik";13,8;2018-04-05 06:00:00
"Hvar";NA;2018-04-05 06:00:00
"Komiža";NA;2018-04-05 06:00:00
"Krk";NA;2018-04-05 06:00:00
"Lastovo";NA;2018-04-05 06:00:00
"Malinska";11,2;2018-04-05 06:00:00
"Mali Lošinj";13,1;2018-04-05 06:00:00
"Mljet-otvoreno more";13,8;2018-04-05 06:00:00
"Mljet-Veliko jezero";12,9;2018-04-05 06:00:00
"Mljet-Malo jezero";13,5;2018-04-05 06:00:00
"Pula";NA;2018-04-05 06:00:00
"Rab";NA;2018-04-05 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-05 06:00:00
"Split";NA;2018-04-05 06:00:00
"Šibenik";NA;2018-04-05 06:00:00
"Zadar";11,5;2018-04-05 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-04-05 07:00:00
"Crikvenica";11,2;2018-04-05 07:00:00
"Dubrovnik";13,9;2018-04-05 07:00:00
"Hvar";14;2018-04-05 07:00:00
"Komiža";14;2018-04-05 07:00:00
"Krk";12;2018-04-05 07:00:00
"Lastovo";NA;2018-04-05 07:00:00
"Malinska";11,2;2018-04-05 07:00:00
"Mali Lošinj";13,2;2018-04-05 07:00:00
"Mljet-otvoreno more";13,9;2018-04-05 07:00:00
"Mljet-Veliko jezero";12,8;2018-04-05 07:00:00
"Mljet-Malo jezero";13,5;2018-04-05 07:00:00
"Pula";12;2018-04-05 07:00:00
"Rab";11;2018-04-05 07:00:00
"Rovinj-Sv.Ivan n/p";11;2018-04-05 07:00:00
"Split";13;2018-04-05 07:00:00
"Šibenik";14;2018-04-05 07:00:00
"Zadar";11,5;2018-04-05 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-04-05 10:00:00
"Crikvenica";11,2;2018-04-05 10:00:00
"Dubrovnik";13,9;2018-04-05 10:00:00
"Hvar";NA;2018-04-05 10:00:00
"Komiža";NA;2018-04-05 10:00:00
"Krk";NA;2018-04-05 10:00:00
"Lastovo";NA;2018-04-05 10:00:00
"Malinska";11,3;2018-04-05 10:00:00
"Mali Lošinj";13,3;2018-04-05 10:00:00
"Mljet-otvoreno more";13,9;2018-04-05 10:00:00
"Mljet-Veliko jezero";12,9;2018-04-05 10:00:00
"Mljet-Malo jezero";13,5;2018-04-05 10:00:00
"Pula";NA;2018-04-05 10:00:00
"Rab";NA;2018-04-05 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-05 10:00:00
"Split";NA;2018-04-05 10:00:00
"Šibenik";NA;2018-04-05 10:00:00
"Zadar";11,5;2018-04-05 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-04-05 13:00:00
"Crikvenica";11,3;2018-04-05 13:00:00
"Dubrovnik";14,1;2018-04-05 13:00:00
"Hvar";14;2018-04-05 13:00:00
"Komiža";15;2018-04-05 13:00:00
"Krk";13;2018-04-05 13:00:00
"Lastovo";NA;2018-04-05 13:00:00
"Malinska";11,3;2018-04-05 13:00:00
"Mali Lošinj";13,5;2018-04-05 13:00:00
"Mljet-otvoreno more";13,8;2018-04-05 13:00:00
"Mljet-Veliko jezero";13;2018-04-05 13:00:00
"Mljet-Malo jezero";13,5;2018-04-05 13:00:00
"Pula";NA;2018-04-05 13:00:00
"Rab";NA;2018-04-05 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-05 13:00:00
"Split";13;2018-04-05 13:00:00
"Šibenik";NA;2018-04-05 13:00:00
"Zadar";11,6;2018-04-05 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-04-05 14:00:00
"Crikvenica";11,2;2018-04-05 14:00:00
"Dubrovnik";14;2018-04-05 14:00:00
"Hvar";14;2018-04-05 14:00:00
"Komiža";15;2018-04-05 14:00:00
"Krk";NA;2018-04-05 14:00:00
"Lastovo";14;2018-04-05 14:00:00
"Malinska";11,3;2018-04-05 14:00:00
"Mali Lošinj";13,7;2018-04-05 14:00:00
"Mljet-otvoreno more";13,8;2018-04-05 14:00:00
"Mljet-Veliko jezero";13,1;2018-04-05 14:00:00
"Mljet-Malo jezero";13,6;2018-04-05 14:00:00
"Pula";NA;2018-04-05 14:00:00
"Rab";12;2018-04-05 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-05 14:00:00
"Split";NA;2018-04-05 14:00:00
"Šibenik";14;2018-04-05 14:00:00
"Zadar";11,6;2018-04-05 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-04-05 16:00:00
"Crikvenica";11,4;2018-04-05 16:00:00
"Dubrovnik";14;2018-04-05 16:00:00
"Hvar";NA;2018-04-05 16:00:00
"Komiža";NA;2018-04-05 16:00:00
"Krk";NA;2018-04-05 16:00:00
"Lastovo";NA;2018-04-05 16:00:00
"Malinska";11,3;2018-04-05 16:00:00
"Mali Lošinj";13,8;2018-04-05 16:00:00
"Mljet-otvoreno more";13,9;2018-04-05 16:00:00
"Mljet-Veliko jezero";13,1;2018-04-05 16:00:00
"Mljet-Malo jezero";13,7;2018-04-05 16:00:00
"Pula";NA;2018-04-05 16:00:00
"Rab";NA;2018-04-05 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-05 16:00:00
"Split";NA;2018-04-05 16:00:00
"Šibenik";NA;2018-04-05 16:00:00
"Zadar";11,6;2018-04-05 16:00:00
