"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-04-26 06:00:00
"Božava";17;2018-04-26 06:00:00
"Dubrovnik";18,2;2018-04-26 06:00:00
"Hvar";NA;2018-04-26 06:00:00
"Komiža";NA;2018-04-26 06:00:00
"Krk";NA;2018-04-26 06:00:00
"Lastovo";NA;2018-04-26 06:00:00
"Malinska";18;2018-04-26 06:00:00
"Mali Lošinj";18;2018-04-26 06:00:00
"Mljet-otvoreno more";18,2;2018-04-26 06:00:00
"Mljet-Malo jezero";19,7;2018-04-26 06:00:00
"Pula";NA;2018-04-26 06:00:00
"Rab";NA;2018-04-26 06:00:00
"Split";NA;2018-04-26 06:00:00
"Šibenik";NA;2018-04-26 06:00:00
"Zadar";17;2018-04-26 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-04-26 07:00:00
"Božava";NA;2018-04-26 07:00:00
"Dubrovnik";18,2;2018-04-26 07:00:00
"Hvar";17;2018-04-26 07:00:00
"Komiža";18;2018-04-26 07:00:00
"Krk";18;2018-04-26 07:00:00
"Lastovo";NA;2018-04-26 07:00:00
"Malinska";18;2018-04-26 07:00:00
"Mali Lošinj";17,9;2018-04-26 07:00:00
"Mljet-otvoreno more";18,3;2018-04-26 07:00:00
"Mljet-Malo jezero";19,7;2018-04-26 07:00:00
"Pula";19;2018-04-26 07:00:00
"Rab";18;2018-04-26 07:00:00
"Split";18;2018-04-26 07:00:00
"Šibenik";19;2018-04-26 07:00:00
"Zadar";17,2;2018-04-26 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-04-26 10:00:00
"Božava";NA;2018-04-26 10:00:00
"Dubrovnik";18,4;2018-04-26 10:00:00
"Hvar";NA;2018-04-26 10:00:00
"Komiža";NA;2018-04-26 10:00:00
"Krk";NA;2018-04-26 10:00:00
"Lastovo";NA;2018-04-26 10:00:00
"Malinska";18,2;2018-04-26 10:00:00
"Mali Lošinj";18,3;2018-04-26 10:00:00
"Mljet-otvoreno more";18,4;2018-04-26 10:00:00
"Mljet-Malo jezero";19,9;2018-04-26 10:00:00
"Pula";NA;2018-04-26 10:00:00
"Rab";NA;2018-04-26 10:00:00
"Split";NA;2018-04-26 10:00:00
"Šibenik";NA;2018-04-26 10:00:00
"Zadar";17,3;2018-04-26 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-04-26 13:00:00
"Božava";NA;2018-04-26 13:00:00
"Dubrovnik";18,7;2018-04-26 13:00:00
"Hvar";18;2018-04-26 13:00:00
"Komiža";19;2018-04-26 13:00:00
"Krk";19;2018-04-26 13:00:00
"Lastovo";NA;2018-04-26 13:00:00
"Malinska";18;2018-04-26 13:00:00
"Mali Lošinj";19,2;2018-04-26 13:00:00
"Mljet-otvoreno more";18,8;2018-04-26 13:00:00
"Mljet-Malo jezero";20;2018-04-26 13:00:00
"Pula";NA;2018-04-26 13:00:00
"Rab";NA;2018-04-26 13:00:00
"Split";19;2018-04-26 13:00:00
"Šibenik";NA;2018-04-26 13:00:00
"Zadar";17,9;2018-04-26 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-04-26 14:00:00
"Božava";NA;2018-04-26 14:00:00
"Dubrovnik";18,9;2018-04-26 14:00:00
"Hvar";18;2018-04-26 14:00:00
"Komiža";19;2018-04-26 14:00:00
"Krk";NA;2018-04-26 14:00:00
"Lastovo";19;2018-04-26 14:00:00
"Malinska";18;2018-04-26 14:00:00
"Mali Lošinj";19,3;2018-04-26 14:00:00
"Mljet-otvoreno more";19,3;2018-04-26 14:00:00
"Mljet-Malo jezero";20,4;2018-04-26 14:00:00
"Pula";NA;2018-04-26 14:00:00
"Rab";19;2018-04-26 14:00:00
"Split";NA;2018-04-26 14:00:00
"Šibenik";20;2018-04-26 14:00:00
"Zadar";18,3;2018-04-26 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-04-26 16:00:00
"Božava";NA;2018-04-26 16:00:00
"Dubrovnik";20;2018-04-26 16:00:00
"Hvar";NA;2018-04-26 16:00:00
"Komiža";NA;2018-04-26 16:00:00
"Krk";NA;2018-04-26 16:00:00
"Lastovo";NA;2018-04-26 16:00:00
"Malinska";18,1;2018-04-26 16:00:00
"Mali Lošinj";20,2;2018-04-26 16:00:00
"Mljet-otvoreno more";19,8;2018-04-26 16:00:00
"Mljet-Malo jezero";20,7;2018-04-26 16:00:00
"Pula";NA;2018-04-26 16:00:00
"Rab";NA;2018-04-26 16:00:00
"Split";NA;2018-04-26 16:00:00
"Šibenik";NA;2018-04-26 16:00:00
"Zadar";18;2018-04-26 16:00:00
