"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-05-12 06:00:00
"Božava";20;2018-05-12 06:00:00
"Dubrovnik";22,6;2018-05-12 06:00:00
"Hvar";NA;2018-05-12 06:00:00
"Komiža";NA;2018-05-12 06:00:00
"Krk";NA;2018-05-12 06:00:00
"Malinska";19,3;2018-05-12 06:00:00
"Mali Lošinj";19,5;2018-05-12 06:00:00
"Mljet-otvoreno more";21,4;2018-05-12 06:00:00
"Mljet-Malo jezero";23,1;2018-05-12 06:00:00
"Pula";NA;2018-05-12 06:00:00
"Rab";NA;2018-05-12 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-12 06:00:00
"Split";NA;2018-05-12 06:00:00
"Šibenik";NA;2018-05-12 06:00:00
"Zadar";19,4;2018-05-12 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-05-12 07:00:00
"Božava";NA;2018-05-12 07:00:00
"Dubrovnik";21,6;2018-05-12 07:00:00
"Hvar";20;2018-05-12 07:00:00
"Komiža";20;2018-05-12 07:00:00
"Krk";18;2018-05-12 07:00:00
"Malinska";19,3;2018-05-12 07:00:00
"Mali Lošinj";19,3;2018-05-12 07:00:00
"Mljet-otvoreno more";21,3;2018-05-12 07:00:00
"Mljet-Malo jezero";23,1;2018-05-12 07:00:00
"Pula";21;2018-05-12 07:00:00
"Rab";20;2018-05-12 07:00:00
"Rovinj-Sv.Ivan n/p";20;2018-05-12 07:00:00
"Split";21;2018-05-12 07:00:00
"Šibenik";21;2018-05-12 07:00:00
"Zadar";19,5;2018-05-12 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-05-12 10:00:00
"Božava";NA;2018-05-12 10:00:00
"Dubrovnik";21,8;2018-05-12 10:00:00
"Hvar";NA;2018-05-12 10:00:00
"Komiža";NA;2018-05-12 10:00:00
"Krk";NA;2018-05-12 10:00:00
"Malinska";19,2;2018-05-12 10:00:00
"Mali Lošinj";20,2;2018-05-12 10:00:00
"Mljet-otvoreno more";21,4;2018-05-12 10:00:00
"Mljet-Malo jezero";23,1;2018-05-12 10:00:00
"Pula";NA;2018-05-12 10:00:00
"Rab";NA;2018-05-12 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-12 10:00:00
"Split";NA;2018-05-12 10:00:00
"Šibenik";NA;2018-05-12 10:00:00
"Zadar";19,9;2018-05-12 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-05-12 13:00:00
"Božava";21;2018-05-12 13:00:00
"Dubrovnik";21,9;2018-05-12 13:00:00
"Hvar";21;2018-05-12 13:00:00
"Komiža";21;2018-05-12 13:00:00
"Krk";20;2018-05-12 13:00:00
"Malinska";19,6;2018-05-12 13:00:00
"Mali Lošinj";20,7;2018-05-12 13:00:00
"Mljet-otvoreno more";21,7;2018-05-12 13:00:00
"Mljet-Malo jezero";23,6;2018-05-12 13:00:00
"Pula";NA;2018-05-12 13:00:00
"Rab";21;2018-05-12 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-12 13:00:00
"Split";23;2018-05-12 13:00:00
"Šibenik";NA;2018-05-12 13:00:00
"Zadar";20,4;2018-05-12 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-05-12 14:00:00
"Božava";NA;2018-05-12 14:00:00
"Dubrovnik";22;2018-05-12 14:00:00
"Hvar";21;2018-05-12 14:00:00
"Komiža";21;2018-05-12 14:00:00
"Krk";NA;2018-05-12 14:00:00
"Malinska";19,6;2018-05-12 14:00:00
"Mali Lošinj";21,1;2018-05-12 14:00:00
"Mljet-otvoreno more";21,9;2018-05-12 14:00:00
"Mljet-Malo jezero";23,7;2018-05-12 14:00:00
"Pula";NA;2018-05-12 14:00:00
"Rab";21;2018-05-12 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-12 14:00:00
"Split";NA;2018-05-12 14:00:00
"Šibenik";21;2018-05-12 14:00:00
"Zadar";20,8;2018-05-12 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-05-12 16:00:00
"Božava";NA;2018-05-12 16:00:00
"Dubrovnik";22,2;2018-05-12 16:00:00
"Hvar";NA;2018-05-12 16:00:00
"Komiža";NA;2018-05-12 16:00:00
"Krk";NA;2018-05-12 16:00:00
"Malinska";19,9;2018-05-12 16:00:00
"Mali Lošinj";21,3;2018-05-12 16:00:00
"Mljet-otvoreno more";22,1;2018-05-12 16:00:00
"Mljet-Malo jezero";23,9;2018-05-12 16:00:00
"Pula";NA;2018-05-12 16:00:00
"Rab";NA;2018-05-12 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-12 16:00:00
"Split";NA;2018-05-12 16:00:00
"Šibenik";NA;2018-05-12 16:00:00
"Zadar";20,7;2018-05-12 16:00:00
