"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-05-31 06:00:00
"Božava";22;2018-05-31 06:00:00
"Dubrovnik";22,4;2018-05-31 06:00:00
"Hvar";NA;2018-05-31 06:00:00
"Komiža";NA;2018-05-31 06:00:00
"Krk";NA;2018-05-31 06:00:00
"Malinska";24,2;2018-05-31 06:00:00
"Mali Lošinj";23,6;2018-05-31 06:00:00
"Mljet-otvoreno more";24,2;2018-05-31 06:00:00
"Mljet-Veliko jezero";20,3;2018-05-31 06:00:00
"Mljet-Malo jezero";25,8;2018-05-31 06:00:00
"Pula";NA;2018-05-31 06:00:00
"Rab";NA;2018-05-31 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-31 06:00:00
"Split";NA;2018-05-31 06:00:00
"Šibenik";NA;2018-05-31 06:00:00
"Zadar";21,8;2018-05-31 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-05-31 07:00:00
"Božava";NA;2018-05-31 07:00:00
"Dubrovnik";22,7;2018-05-31 07:00:00
"Hvar";22;2018-05-31 07:00:00
"Komiža";24;2018-05-31 07:00:00
"Krk";24;2018-05-31 07:00:00
"Malinska";24,2;2018-05-31 07:00:00
"Mali Lošinj";23,7;2018-05-31 07:00:00
"Mljet-otvoreno more";24,2;2018-05-31 07:00:00
"Mljet-Veliko jezero";20,4;2018-05-31 07:00:00
"Mljet-Malo jezero";25,8;2018-05-31 07:00:00
"Pula";25;2018-05-31 07:00:00
"Rab";24;2018-05-31 07:00:00
"Rovinj-Sv.Ivan n/p";23;2018-05-31 07:00:00
"Split";24;2018-05-31 07:00:00
"Šibenik";24;2018-05-31 07:00:00
"Zadar";21,6;2018-05-31 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-05-31 10:00:00
"Božava";NA;2018-05-31 10:00:00
"Dubrovnik";22,9;2018-05-31 10:00:00
"Hvar";NA;2018-05-31 10:00:00
"Komiža";NA;2018-05-31 10:00:00
"Krk";NA;2018-05-31 10:00:00
"Malinska";24,2;2018-05-31 10:00:00
"Mali Lošinj";24,3;2018-05-31 10:00:00
"Mljet-otvoreno more";24,6;2018-05-31 10:00:00
"Mljet-Veliko jezero";20,7;2018-05-31 10:00:00
"Mljet-Malo jezero";25,8;2018-05-31 10:00:00
"Pula";NA;2018-05-31 10:00:00
"Rab";NA;2018-05-31 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-31 10:00:00
"Split";NA;2018-05-31 10:00:00
"Šibenik";NA;2018-05-31 10:00:00
"Zadar";22,6;2018-05-31 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-05-31 13:00:00
"Božava";22;2018-05-31 13:00:00
"Dubrovnik";24,1;2018-05-31 13:00:00
"Hvar";23;2018-05-31 13:00:00
"Komiža";24;2018-05-31 13:00:00
"Krk";25;2018-05-31 13:00:00
"Malinska";NA;2018-05-31 13:00:00
"Mali Lošinj";25;2018-05-31 13:00:00
"Mljet-otvoreno more";24,9;2018-05-31 13:00:00
"Mljet-Veliko jezero";22;2018-05-31 13:00:00
"Mljet-Malo jezero";26,2;2018-05-31 13:00:00
"Pula";NA;2018-05-31 13:00:00
"Rab";25;2018-05-31 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-31 13:00:00
"Split";25;2018-05-31 13:00:00
"Šibenik";NA;2018-05-31 13:00:00
"Zadar";22,1;2018-05-31 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-05-31 14:00:00
"Božava";NA;2018-05-31 14:00:00
"Dubrovnik";24,2;2018-05-31 14:00:00
"Hvar";23;2018-05-31 14:00:00
"Komiža";24;2018-05-31 14:00:00
"Krk";NA;2018-05-31 14:00:00
"Malinska";24,5;2018-05-31 14:00:00
"Mali Lošinj";25,1;2018-05-31 14:00:00
"Mljet-otvoreno more";24,7;2018-05-31 14:00:00
"Mljet-Veliko jezero";22,4;2018-05-31 14:00:00
"Mljet-Malo jezero";26,1;2018-05-31 14:00:00
"Pula";NA;2018-05-31 14:00:00
"Rab";25;2018-05-31 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-31 14:00:00
"Split";NA;2018-05-31 14:00:00
"Šibenik";25;2018-05-31 14:00:00
"Zadar";21,4;2018-05-31 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-05-31 16:00:00
"Božava";NA;2018-05-31 16:00:00
"Dubrovnik";24,4;2018-05-31 16:00:00
"Hvar";NA;2018-05-31 16:00:00
"Komiža";NA;2018-05-31 16:00:00
"Krk";NA;2018-05-31 16:00:00
"Malinska";24,9;2018-05-31 16:00:00
"Mali Lošinj";25,5;2018-05-31 16:00:00
"Mljet-otvoreno more";25,2;2018-05-31 16:00:00
"Mljet-Veliko jezero";21,7;2018-05-31 16:00:00
"Mljet-Malo jezero";26,4;2018-05-31 16:00:00
"Pula";NA;2018-05-31 16:00:00
"Rab";NA;2018-05-31 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-05-31 16:00:00
"Split";NA;2018-05-31 16:00:00
"Šibenik";NA;2018-05-31 16:00:00
"Zadar";22;2018-05-31 16:00:00
