"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-04-14 06:00:00
"Božava";13;2018-04-14 06:00:00
"Crikvenica";13;2018-04-14 06:00:00
"Dubrovnik";16,1;2018-04-14 06:00:00
"Hvar";NA;2018-04-14 06:00:00
"Komiža";NA;2018-04-14 06:00:00
"Krk";NA;2018-04-14 06:00:00
"Lastovo";NA;2018-04-14 06:00:00
"Malinska";13,1;2018-04-14 06:00:00
"Mali Lošinj";14,2;2018-04-14 06:00:00
"Mljet-otvoreno more";15,4;2018-04-14 06:00:00
"Mljet-Veliko jezero";15,5;2018-04-14 06:00:00
"Mljet-Malo jezero";16,5;2018-04-14 06:00:00
"Pula";NA;2018-04-14 06:00:00
"Rab";NA;2018-04-14 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-14 06:00:00
"Split";NA;2018-04-14 06:00:00
"Šibenik";NA;2018-04-14 06:00:00
"Zadar";13,4;2018-04-14 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-04-14 07:00:00
"Božava";NA;2018-04-14 07:00:00
"Crikvenica";13,1;2018-04-14 07:00:00
"Dubrovnik";16,5;2018-04-14 07:00:00
"Hvar";15;2018-04-14 07:00:00
"Komiža";15;2018-04-14 07:00:00
"Krk";13;2018-04-14 07:00:00
"Lastovo";NA;2018-04-14 07:00:00
"Malinska";13,1;2018-04-14 07:00:00
"Mali Lošinj";14,2;2018-04-14 07:00:00
"Mljet-otvoreno more";15,4;2018-04-14 07:00:00
"Mljet-Veliko jezero";15,5;2018-04-14 07:00:00
"Mljet-Malo jezero";16,4;2018-04-14 07:00:00
"Pula";14;2018-04-14 07:00:00
"Rab";13;2018-04-14 07:00:00
"Rovinj-Sv.Ivan n/p";13;2018-04-14 07:00:00
"Split";15;2018-04-14 07:00:00
"Šibenik";15;2018-04-14 07:00:00
"Zadar";13,3;2018-04-14 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-04-14 10:00:00
"Božava";NA;2018-04-14 10:00:00
"Crikvenica";13,1;2018-04-14 10:00:00
"Dubrovnik";15,8;2018-04-14 10:00:00
"Hvar";NA;2018-04-14 10:00:00
"Komiža";NA;2018-04-14 10:00:00
"Krk";NA;2018-04-14 10:00:00
"Lastovo";NA;2018-04-14 10:00:00
"Malinska";13,1;2018-04-14 10:00:00
"Mali Lošinj";14,1;2018-04-14 10:00:00
"Mljet-otvoreno more";15,5;2018-04-14 10:00:00
"Mljet-Veliko jezero";15,7;2018-04-14 10:00:00
"Mljet-Malo jezero";16,5;2018-04-14 10:00:00
"Pula";NA;2018-04-14 10:00:00
"Rab";NA;2018-04-14 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-14 10:00:00
"Split";NA;2018-04-14 10:00:00
"Šibenik";NA;2018-04-14 10:00:00
"Zadar";13,5;2018-04-14 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-04-14 13:00:00
"Božava";14;2018-04-14 13:00:00
"Crikvenica";13,8;2018-04-14 13:00:00
"Dubrovnik";17,6;2018-04-14 13:00:00
"Hvar";16;2018-04-14 13:00:00
"Komiža";16;2018-04-14 13:00:00
"Krk";14;2018-04-14 13:00:00
"Lastovo";NA;2018-04-14 13:00:00
"Malinska";13,8;2018-04-14 13:00:00
"Mali Lošinj";15;2018-04-14 13:00:00
"Mljet-otvoreno more";16,3;2018-04-14 13:00:00
"Mljet-Veliko jezero";16,7;2018-04-14 13:00:00
"Mljet-Malo jezero";17;2018-04-14 13:00:00
"Pula";NA;2018-04-14 13:00:00
"Rab";NA;2018-04-14 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-14 13:00:00
"Split";16;2018-04-14 13:00:00
"Šibenik";NA;2018-04-14 13:00:00
"Zadar";13,7;2018-04-14 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-04-14 14:00:00
"Božava";NA;2018-04-14 14:00:00
"Crikvenica";13,5;2018-04-14 14:00:00
"Dubrovnik";17,8;2018-04-14 14:00:00
"Hvar";16;2018-04-14 14:00:00
"Komiža";16;2018-04-14 14:00:00
"Krk";NA;2018-04-14 14:00:00
"Lastovo";17;2018-04-14 14:00:00
"Malinska";13,9;2018-04-14 14:00:00
"Mali Lošinj";15,3;2018-04-14 14:00:00
"Mljet-otvoreno more";16,3;2018-04-14 14:00:00
"Mljet-Veliko jezero";16,2;2018-04-14 14:00:00
"Mljet-Malo jezero";17,1;2018-04-14 14:00:00
"Pula";NA;2018-04-14 14:00:00
"Rab";14;2018-04-14 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-14 14:00:00
"Split";NA;2018-04-14 14:00:00
"Šibenik";15;2018-04-14 14:00:00
"Zadar";13,7;2018-04-14 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-04-14 16:00:00
"Božava";NA;2018-04-14 16:00:00
"Crikvenica";14,1;2018-04-14 16:00:00
"Dubrovnik";18,5;2018-04-14 16:00:00
"Hvar";NA;2018-04-14 16:00:00
"Komiža";NA;2018-04-14 16:00:00
"Krk";NA;2018-04-14 16:00:00
"Lastovo";NA;2018-04-14 16:00:00
"Malinska";13,6;2018-04-14 16:00:00
"Mali Lošinj";14,8;2018-04-14 16:00:00
"Mljet-otvoreno more";16,3;2018-04-14 16:00:00
"Mljet-Veliko jezero";16,2;2018-04-14 16:00:00
"Mljet-Malo jezero";17,5;2018-04-14 16:00:00
"Pula";NA;2018-04-14 16:00:00
"Rab";NA;2018-04-14 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-14 16:00:00
"Split";NA;2018-04-14 16:00:00
"Šibenik";NA;2018-04-14 16:00:00
"Zadar";13,8;2018-04-14 16:00:00
