"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";7;2018-04-11 06:00:00
"Božava";14;2018-04-11 06:00:00
"Crikvenica";12,4;2018-04-11 06:00:00
"Dubrovnik";15,9;2018-04-11 06:00:00
"Hvar";NA;2018-04-11 06:00:00
"Komiža";NA;2018-04-11 06:00:00
"Krk";NA;2018-04-11 06:00:00
"Malinska";12,3;2018-04-11 06:00:00
"Mali Lošinj";13,9;2018-04-11 06:00:00
"Mljet-otvoreno more";14,8;2018-04-11 06:00:00
"Mljet-Veliko jezero";14,4;2018-04-11 06:00:00
"Mljet-Malo jezero";15,1;2018-04-11 06:00:00
"Pula";NA;2018-04-11 06:00:00
"Rab";NA;2018-04-11 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-11 06:00:00
"Split";NA;2018-04-11 06:00:00
"Šibenik";NA;2018-04-11 06:00:00
"Zadar";13,1;2018-04-11 06:00:00
"Postaja \ Termin mjerenja (h)";8;2018-04-11 07:00:00
"Božava";NA;2018-04-11 07:00:00
"Crikvenica";12,4;2018-04-11 07:00:00
"Dubrovnik";15,7;2018-04-11 07:00:00
"Hvar";15;2018-04-11 07:00:00
"Komiža";15;2018-04-11 07:00:00
"Krk";13;2018-04-11 07:00:00
"Malinska";12,3;2018-04-11 07:00:00
"Mali Lošinj";13,9;2018-04-11 07:00:00
"Mljet-otvoreno more";14,9;2018-04-11 07:00:00
"Mljet-Veliko jezero";14,2;2018-04-11 07:00:00
"Mljet-Malo jezero";15,1;2018-04-11 07:00:00
"Pula";14;2018-04-11 07:00:00
"Rab";12;2018-04-11 07:00:00
"Rovinj-Sv.Ivan n/p";12;2018-04-11 07:00:00
"Split";14;2018-04-11 07:00:00
"Šibenik";14;2018-04-11 07:00:00
"Zadar";13;2018-04-11 07:00:00
"Postaja \ Termin mjerenja (h)";11;2018-04-11 10:00:00
"Božava";NA;2018-04-11 10:00:00
"Crikvenica";12,6;2018-04-11 10:00:00
"Dubrovnik";15,5;2018-04-11 10:00:00
"Hvar";NA;2018-04-11 10:00:00
"Komiža";NA;2018-04-11 10:00:00
"Krk";NA;2018-04-11 10:00:00
"Malinska";12,5;2018-04-11 10:00:00
"Mali Lošinj";14;2018-04-11 10:00:00
"Mljet-otvoreno more";15,1;2018-04-11 10:00:00
"Mljet-Veliko jezero";14,4;2018-04-11 10:00:00
"Mljet-Malo jezero";15,2;2018-04-11 10:00:00
"Pula";NA;2018-04-11 10:00:00
"Rab";NA;2018-04-11 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-11 10:00:00
"Split";NA;2018-04-11 10:00:00
"Šibenik";NA;2018-04-11 10:00:00
"Zadar";13;2018-04-11 10:00:00
"Postaja \ Termin mjerenja (h)";14;2018-04-11 13:00:00
"Božava";14;2018-04-11 13:00:00
"Crikvenica";12,6;2018-04-11 13:00:00
"Dubrovnik";15,7;2018-04-11 13:00:00
"Hvar";15;2018-04-11 13:00:00
"Komiža";15;2018-04-11 13:00:00
"Krk";14;2018-04-11 13:00:00
"Malinska";12,8;2018-04-11 13:00:00
"Mali Lošinj";14;2018-04-11 13:00:00
"Mljet-otvoreno more";15,4;2018-04-11 13:00:00
"Mljet-Veliko jezero";14,8;2018-04-11 13:00:00
"Mljet-Malo jezero";15,4;2018-04-11 13:00:00
"Pula";NA;2018-04-11 13:00:00
"Rab";NA;2018-04-11 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-11 13:00:00
"Split";14;2018-04-11 13:00:00
"Šibenik";NA;2018-04-11 13:00:00
"Zadar";13,6;2018-04-11 13:00:00
"Postaja \ Termin mjerenja (h)";15;2018-04-11 14:00:00
"Božava";NA;2018-04-11 14:00:00
"Crikvenica";12,8;2018-04-11 14:00:00
"Dubrovnik";16,1;2018-04-11 14:00:00
"Hvar";15;2018-04-11 14:00:00
"Komiža";15;2018-04-11 14:00:00
"Krk";NA;2018-04-11 14:00:00
"Malinska";12,7;2018-04-11 14:00:00
"Mali Lošinj";14,2;2018-04-11 14:00:00
"Mljet-otvoreno more";15,7;2018-04-11 14:00:00
"Mljet-Veliko jezero";14,8;2018-04-11 14:00:00
"Mljet-Malo jezero";15,5;2018-04-11 14:00:00
"Pula";NA;2018-04-11 14:00:00
"Rab";13;2018-04-11 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-11 14:00:00
"Split";NA;2018-04-11 14:00:00
"Šibenik";15;2018-04-11 14:00:00
"Zadar";13,7;2018-04-11 14:00:00
"Postaja \ Termin mjerenja (h)";17;2018-04-11 16:00:00
"Božava";NA;2018-04-11 16:00:00
"Crikvenica";13,1;2018-04-11 16:00:00
"Dubrovnik";16;2018-04-11 16:00:00
"Hvar";NA;2018-04-11 16:00:00
"Komiža";NA;2018-04-11 16:00:00
"Krk";NA;2018-04-11 16:00:00
"Malinska";12,9;2018-04-11 16:00:00
"Mali Lošinj";14,4;2018-04-11 16:00:00
"Mljet-otvoreno more";15,9;2018-04-11 16:00:00
"Mljet-Veliko jezero";15;2018-04-11 16:00:00
"Mljet-Malo jezero";15,8;2018-04-11 16:00:00
"Pula";NA;2018-04-11 16:00:00
"Rab";NA;2018-04-11 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2018-04-11 16:00:00
"Split";NA;2018-04-11 16:00:00
"Šibenik";NA;2018-04-11 16:00:00
"Zadar";13,3;2018-04-11 16:00:00
