"grad";"temp";"vrijeme"
"Postaja \ Termin mjerenja (h)";6;2017-11-27 06:00:00
"Božava";NA;2017-11-27 06:00:00
"Crikvenica";13,3;2017-11-27 06:00:00
"Dubrovnik";16,8;2017-11-27 06:00:00
"Hvar";NA;2017-11-27 06:00:00
"Komiža";NA;2017-11-27 06:00:00
"Krk";NA;2017-11-27 06:00:00
"Malinska";14,2;2017-11-27 06:00:00
"Mali Lošinj";15,6;2017-11-27 06:00:00
"Mljet-otvoreno more";16,5;2017-11-27 06:00:00
"Mljet-Veliko jezero";15,1;2017-11-27 06:00:00
"Mljet-Malo jezero";14,3;2017-11-27 06:00:00
"Pula";NA;2017-11-27 06:00:00
"Rab";NA;2017-11-27 06:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-11-27 06:00:00
"Split";NA;2017-11-27 06:00:00
"Šibenik";NA;2017-11-27 06:00:00
"Zadar";14,2;2017-11-27 06:00:00
"Postaja \ Termin mjerenja (h)";7;2017-11-27 07:00:00
"Božava";16;2017-11-27 07:00:00
"Crikvenica";13,5;2017-11-27 07:00:00
"Dubrovnik";16,8;2017-11-27 07:00:00
"Hvar";16;2017-11-27 07:00:00
"Komiža";17;2017-11-27 07:00:00
"Krk";14;2017-11-27 07:00:00
"Malinska";14,3;2017-11-27 07:00:00
"Mali Lošinj";15,5;2017-11-27 07:00:00
"Mljet-otvoreno more";16,6;2017-11-27 07:00:00
"Mljet-Veliko jezero";15;2017-11-27 07:00:00
"Mljet-Malo jezero";14,3;2017-11-27 07:00:00
"Pula";15;2017-11-27 07:00:00
"Rab";13;2017-11-27 07:00:00
"Rovinj-Sv.Ivan n/p";16;2017-11-27 07:00:00
"Split";15;2017-11-27 07:00:00
"Šibenik";15;2017-11-27 07:00:00
"Zadar";14,1;2017-11-27 07:00:00
"Postaja \ Termin mjerenja (h)";10;2017-11-27 10:00:00
"Božava";NA;2017-11-27 10:00:00
"Crikvenica";12,9;2017-11-27 10:00:00
"Dubrovnik";16,7;2017-11-27 10:00:00
"Hvar";NA;2017-11-27 10:00:00
"Komiža";NA;2017-11-27 10:00:00
"Krk";NA;2017-11-27 10:00:00
"Malinska";14,4;2017-11-27 10:00:00
"Mali Lošinj";15,4;2017-11-27 10:00:00
"Mljet-otvoreno more";16,5;2017-11-27 10:00:00
"Mljet-Veliko jezero";15;2017-11-27 10:00:00
"Mljet-Malo jezero";14,3;2017-11-27 10:00:00
"Pula";NA;2017-11-27 10:00:00
"Rab";NA;2017-11-27 10:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-11-27 10:00:00
"Split";NA;2017-11-27 10:00:00
"Šibenik";NA;2017-11-27 10:00:00
"Zadar";14,1;2017-11-27 10:00:00
"Postaja \ Termin mjerenja (h)";13;2017-11-27 13:00:00
"Božava";16;2017-11-27 13:00:00
"Crikvenica";13,3;2017-11-27 13:00:00
"Dubrovnik";16,8;2017-11-27 13:00:00
"Hvar";16;2017-11-27 13:00:00
"Komiža";17;2017-11-27 13:00:00
"Krk";15;2017-11-27 13:00:00
"Malinska";14,4;2017-11-27 13:00:00
"Mali Lošinj";15,6;2017-11-27 13:00:00
"Mljet-otvoreno more";16,5;2017-11-27 13:00:00
"Mljet-Veliko jezero";15;2017-11-27 13:00:00
"Mljet-Malo jezero";14,2;2017-11-27 13:00:00
"Pula";NA;2017-11-27 13:00:00
"Rab";NA;2017-11-27 13:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-11-27 13:00:00
"Split";15;2017-11-27 13:00:00
"Šibenik";NA;2017-11-27 13:00:00
"Zadar";14,2;2017-11-27 13:00:00
"Postaja \ Termin mjerenja (h)";14;2017-11-27 14:00:00
"Božava";NA;2017-11-27 14:00:00
"Crikvenica";13,3;2017-11-27 14:00:00
"Dubrovnik";16,8;2017-11-27 14:00:00
"Hvar";16;2017-11-27 14:00:00
"Komiža";17;2017-11-27 14:00:00
"Krk";NA;2017-11-27 14:00:00
"Malinska";14,4;2017-11-27 14:00:00
"Mali Lošinj";15,6;2017-11-27 14:00:00
"Mljet-otvoreno more";16,4;2017-11-27 14:00:00
"Mljet-Veliko jezero";14,9;2017-11-27 14:00:00
"Mljet-Malo jezero";14,2;2017-11-27 14:00:00
"Pula";NA;2017-11-27 14:00:00
"Rab";14;2017-11-27 14:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-11-27 14:00:00
"Split";NA;2017-11-27 14:00:00
"Šibenik";NA;2017-11-27 14:00:00
"Zadar";14,2;2017-11-27 14:00:00
"Postaja \ Termin mjerenja (h)";16;2017-11-27 16:00:00
"Božava";NA;2017-11-27 16:00:00
"Crikvenica";13,3;2017-11-27 16:00:00
"Dubrovnik";16,8;2017-11-27 16:00:00
"Hvar";NA;2017-11-27 16:00:00
"Komiža";NA;2017-11-27 16:00:00
"Krk";NA;2017-11-27 16:00:00
"Malinska";14,4;2017-11-27 16:00:00
"Mali Lošinj";15,6;2017-11-27 16:00:00
"Mljet-otvoreno more";16,4;2017-11-27 16:00:00
"Mljet-Veliko jezero";14,9;2017-11-27 16:00:00
"Mljet-Malo jezero";14,2;2017-11-27 16:00:00
"Pula";NA;2017-11-27 16:00:00
"Rab";NA;2017-11-27 16:00:00
"Rovinj-Sv.Ivan n/p";NA;2017-11-27 16:00:00
"Split";NA;2017-11-27 16:00:00
"Šibenik";NA;2017-11-27 16:00:00
"Zadar";14;2017-11-27 16:00:00
