"";"grad";"temp";"vrijeme"
"1";"Postaja \ Termin mjerenja (h)";7;2017-05-17 06:00:00
"2";"Božava";18;2017-05-17 06:00:00
"3";"Crikvenica";16,8;2017-05-17 06:00:00
"4";"Dubrovnik";18,4;2017-05-17 06:00:00
"5";"Hvar";NA;2017-05-17 06:00:00
"6";"Komiža";NA;2017-05-17 06:00:00
"7";"Krk";NA;2017-05-17 06:00:00
"8";"Lastovo";NA;2017-05-17 06:00:00
"9";"Malinska";17,1;2017-05-17 06:00:00
"10";"Mali Lošinj";17,3;2017-05-17 06:00:00
"11";"Pula";NA;2017-05-17 06:00:00
"12";"Rab";NA;2017-05-17 06:00:00
"13";"Rovinj-Sv.Ivan n/p";NA;2017-05-17 06:00:00
"14";"Split";NA;2017-05-17 06:00:00
"15";"Šibenik";NA;2017-05-17 06:00:00
"16";"Zadar";17,8;2017-05-17 06:00:00
"17";"Postaja \ Termin mjerenja (h)";8;2017-05-17 07:00:00
"18";"Božava";NA;2017-05-17 07:00:00
"19";"Crikvenica";16,7;2017-05-17 07:00:00
"20";"Dubrovnik";18,4;2017-05-17 07:00:00
"21";"Hvar";17;2017-05-17 07:00:00
"22";"Komiža";17;2017-05-17 07:00:00
"23";"Krk";16;2017-05-17 07:00:00
"24";"Lastovo";NA;2017-05-17 07:00:00
"25";"Malinska";17;2017-05-17 07:00:00
"26";"Mali Lošinj";16,3;2017-05-17 07:00:00
"27";"Pula";19;2017-05-17 07:00:00
"28";"Rab";17;2017-05-17 07:00:00
"29";"Rovinj-Sv.Ivan n/p";16;2017-05-17 07:00:00
"30";"Split";17;2017-05-17 07:00:00
"31";"Šibenik";17;2017-05-17 07:00:00
"32";"Zadar";17,8;2017-05-17 07:00:00
"33";"Postaja \ Termin mjerenja (h)";11;2017-05-17 10:00:00
"34";"Božava";NA;2017-05-17 10:00:00
"35";"Crikvenica";16,8;2017-05-17 10:00:00
"36";"Dubrovnik";18,5;2017-05-17 10:00:00
"37";"Hvar";NA;2017-05-17 10:00:00
"38";"Komiža";NA;2017-05-17 10:00:00
"39";"Krk";NA;2017-05-17 10:00:00
"40";"Lastovo";NA;2017-05-17 10:00:00
"41";"Malinska";17,1;2017-05-17 10:00:00
"42";"Mali Lošinj";16,2;2017-05-17 10:00:00
"43";"Pula";NA;2017-05-17 10:00:00
"44";"Rab";NA;2017-05-17 10:00:00
"45";"Rovinj-Sv.Ivan n/p";NA;2017-05-17 10:00:00
"46";"Split";NA;2017-05-17 10:00:00
"47";"Šibenik";NA;2017-05-17 10:00:00
"48";"Zadar";18,4;2017-05-17 10:00:00
"49";"Postaja \ Termin mjerenja (h)";14;2017-05-17 13:00:00
"50";"Božava";19;2017-05-17 13:00:00
"51";"Crikvenica";17,5;2017-05-17 13:00:00
"52";"Dubrovnik";18,7;2017-05-17 13:00:00
"53";"Hvar";18;2017-05-17 13:00:00
"54";"Komiža";18;2017-05-17 13:00:00
"55";"Krk";17;2017-05-17 13:00:00
"56";"Lastovo";NA;2017-05-17 13:00:00
"57";"Malinska";17,3;2017-05-17 13:00:00
"58";"Mali Lošinj";16,1;2017-05-17 13:00:00
"59";"Pula";NA;2017-05-17 13:00:00
"60";"Rab";17;2017-05-17 13:00:00
"61";"Rovinj-Sv.Ivan n/p";NA;2017-05-17 13:00:00
"62";"Split";19;2017-05-17 13:00:00
"63";"Šibenik";NA;2017-05-17 13:00:00
"64";"Zadar";18,5;2017-05-17 13:00:00
"65";"Postaja \ Termin mjerenja (h)";15;2017-05-17 14:00:00
"66";"Božava";NA;2017-05-17 14:00:00
"67";"Crikvenica";17,5;2017-05-17 14:00:00
"68";"Dubrovnik";18,7;2017-05-17 14:00:00
"69";"Hvar";18;2017-05-17 14:00:00
"70";"Komiža";NA;2017-05-17 14:00:00
"71";"Krk";NA;2017-05-17 14:00:00
"72";"Lastovo";19;2017-05-17 14:00:00
"73";"Malinska";17,4;2017-05-17 14:00:00
"74";"Mali Lošinj";16,1;2017-05-17 14:00:00
"75";"Pula";NA;2017-05-17 14:00:00
"76";"Rab";NA;2017-05-17 14:00:00
"77";"Rovinj-Sv.Ivan n/p";NA;2017-05-17 14:00:00
"78";"Split";NA;2017-05-17 14:00:00
"79";"Šibenik";NA;2017-05-17 14:00:00
"80";"Zadar";18,5;2017-05-17 14:00:00
"81";"Postaja \ Termin mjerenja (h)";17;2017-05-17 16:00:00
"82";"Božava";NA;2017-05-17 16:00:00
"83";"Crikvenica";17,6;2017-05-17 16:00:00
"84";"Dubrovnik";19;2017-05-17 16:00:00
"85";"Hvar";NA;2017-05-17 16:00:00
"86";"Komiža";NA;2017-05-17 16:00:00
"87";"Krk";NA;2017-05-17 16:00:00
"88";"Lastovo";NA;2017-05-17 16:00:00
"89";"Malinska";17,4;2017-05-17 16:00:00
"90";"Mali Lošinj";16;2017-05-17 16:00:00
"91";"Pula";NA;2017-05-17 16:00:00
"92";"Rab";NA;2017-05-17 16:00:00
"93";"Rovinj-Sv.Ivan n/p";NA;2017-05-17 16:00:00
"94";"Split";NA;2017-05-17 16:00:00
"95";"Šibenik";NA;2017-05-17 16:00:00
"96";"Zadar";18,8;2017-05-17 16:00:00
